Ch 1,Ch 2,Ch 3,Ch 4,Ch 5,Ch 6,Ch 7,Ch 8,Ch 9,Ch 10,Ch 11,Ch 12,Ch 13,Ch 14,Ch 15,Ch 16
-0.003196896662730107,0.09027342387951771,0.04245416845512147,0.03567136808097736,-0.07000315650793452,0.021683720017641815,0.05394938860435192,0.2228350699550183,0.006998135376599926,0.016908983590788774,0.0016668788592229481,-0.014697106835713878,0.08237992652664781,0.03297094580552283,0.027438872193904063,0.019634115279974655
-0.21497362065962272,-2.0657960960954322,1.5363749852893152,-0.0904485890640126,0.5606411605441263,0.07396249921342621,-0.39479211674746945,0.34151540053815166,0.8685737351156249,-3.236042421194146,1.829895824235208,0.23290293402224424,0.4312146881425032,-0.6855630653886182,1.4395885815263687,-0.3049194164344631
-0.17936600066314454,-1.7688485780456147,1.2296154392778333,-0.004895785139371098,0.8174219471736816,0.03182907023889432,-0.541152735840889,0.2918659043684868,0.5463416411128174,-2.307076261865002,1.345905550452441,0.16971390481363374,0.3291672493521328,-0.5248785935386868,1.0933897789959297,-0.14143965765484728
0.04743513286550559,0.5789613691933206,-0.3374222946215195,0.09211509029097995,-0.07254151066958923,-0.0044384801416733136,0.07060908255236617,0.18232814238615452,-0.2714576690767765,0.9507164903626665,-0.5075828195196805,-0.08270197659013558,-0.018750427246278734,0.22105025283229474,-0.35461888442142475,0.14172700914642278
0.15305368964236848,1.6108840643851177,-1.1192353282517982,0.1975717883280218,-0.147104630871601,-0.05256360373567696,0.14770897453335174,0.10349986679979374,-0.8184543312265633,2.8257065016439644,-1.5361636903950828,-0.22044448299377026,-0.22142369818670285,0.6057719467749347,-1.130827539969273,0.375620215225814
0.09150952262972448,1.0223336788082569,-0.6528616192204177,0.1236062525797154,-0.17422495853800885,-0.018035626418791258,0.14592538112455156,0.1552089926917256,-0.46521954830526785,1.6588414256581023,-0.9024589843066491,-0.13598851158583963,-0.09488507455104347,0.37383859173409184,-0.6573743281163008,0.2181468807311837
-0.058260074836286965,-0.522385786679258,0.3867494576008766,0.05397811340230842,0.38208270683215184,0.008798264646304389,-0.23886768995512989,0.23011172580727446,0.09016286158941152,-0.5255101007812291,0.3367805747198433,0.03256084485211395,0.13861853039016936,-0.1221894835967467,0.3082361764616772,0.0217346413895306
-0.13066965144805273,-1.2685773246317955,0.8899149419076976,0.019687856278602575,0.6475076778727407,0.02209658793743599,-0.4227437438714346,0.26661449594904707,0.36040340405928595,-1.5853073482116835,0.9376401492745937,0.11425996712713041,0.2519340406152855,-0.3623941954556909,0.7761425724059124,-0.07428648828365723
-0.007885692176490636,0.05941718457234539,0.08983707647884066,0.016313738158710175,-0.1494422839674345,0.031424972131015215,0.10111619654781054,0.23310720939148444,0.07173475735188714,-0.15345862576257716,0.0876065930897324,-0.003665329970439812,0.10127470690470255,0.0067979432611362245,0.0867038531384334,-0.015588953884780397
0.01688230121578716,0.27206867630296927,-0.1183685159888859,0.06983594361602069,-0.004585908662670876,0.00521994030256652,0.019947259506695885,0.2013346916206167,-0.1359018656461406,0.45717031899416544,-0.23261786538682375,-0.045612713829928556,0.03432980938071533,0.11485746146532332,-0.14398645580962782,0.08799176125401735
0.004123655180635986,0.11363649413008449,-0.052554796281819464,0.0902443095446189,0.19131987041793996,-0.006142887321551993,-0.10362861442401433,0.19556026177914826,-0.16119373563588738,0.4274656957126926,-0.19933674251749411,-0.04007885308070632,0.036458260508661806,0.08892272405824841,-0.10624869421825725,0.11584089568879695
-0.028387113052777455,-0.2777322525624736,0.12560511556190077,0.13013940517183414,0.6222436138098014,-0.028822707998984592,-0.37677872265820084,0.1864338983788561,-0.19226544888323502,0.27988920888108365,-0.08130186035964493,-0.021921232587095142,0.05004750081520294,0.015334799638797159,0.010378221333775584,0.1663107188808409
0.005702831029954633,0.14485017504417974,-0.05086528477129377,0.07633041312490452,0.10286254564822724,0.0011644870852773308,-0.0490781750793645,0.2015302437805022,-0.12667335048493003,0.3635336626594547,-0.1722028341501058,-0.03694853012748238,0.043874702846953696,0.08507639355681626,-0.09167115899980777,0.09311950880710246
0.034737151478562954,0.5268508188825684,-0.18244292678817758,0.008824650863559047,-0.4617153415327705,0.037936951360051846,0.3047453596056999,0.22439112337351036,-0.01105818790989016,0.30608078604689964,-0.19013268063703911,-0.04248490905411712,0.053235961213605,0.13104341790294866,-0.14194706099818472,-0.005905987721772317
0.007553894139931747,0.27739013902788134,0.03244317880514653,-0.03414383499531909,-0.5317631863556936,0.05852416554395169,0.33945870273913564,0.25198307557405036,0.1733491430404894,-0.2704515970301416,0.11803091671757576,-0.0017313930371197356,0.11607188605615024,0.022219920187531467,0.08457878721611892,-0.0928911197778978
