1.8676820235579636,2.9521127199721406,3.2914722691565044,2.26958758413204,2.578888164523102,14.445620427936465,8.611940779978923,3.2319951306512,3.108374469369192,3.082047723814023,2.570079550337173,2.192755597003922,3.675663537426849,2.4189070423427967,2.727302888292058,2.728594283947297
17748.51114451363,10867.321350100412,23570.765278475985,46636.41068148027,32220.83032369556,9622.566968974235,31388.65413930996,14266.764093244365,53913.99851652773,15890.7593832169,41553.52455338432,27631.671069888445,15090.523599815357,44842.894744378405,24091.123979429198,18393.17612597176
14028.026709683598,8638.545532286493,18624.242135218345,36888.96677731909,25543.39165454385,7833.985302207273,24717.98091069342,11341.76669305498,42702.07259725596,12555.17241741074,32869.54551726888,21850.417674520224,11968.72358889358,35486.97505950656,19047.4537290578,14592.303219585569
5214.4636806437375,3110.285025666138,6934.346829543577,13653.86385252585,9337.81809856208,2444.3613271711893,9374.141678059106,4081.50632043759,15689.603505114026,4676.257854132184,12163.82088583886,8099.746657842194,4363.998933289243,13100.788824648307,7067.254166099333,5312.157642530906
15844.40276656894,9682.492001300292,21044.677806566837,41622.104848504576,28735.179352496994,8507.56492567235,28052.827913762976,12711.649663153905,48093.48732969775,14189.22790515603,37085.94836794586,24663.332301025617,13452.890588066632,40017.10022788342,21505.20172245962,16398.6543683116
7216.957852436118,4514.634787181549,9574.459483755976,19018.83919723629,13251.973856941951,4365.678802391405,12581.087850141448,5930.086830338337,22093.62348649214,6455.309180884989,16949.2959530233,11257.457124806457,6212.313091089718,18323.41002091286,9810.20019875928,7585.189147321208
6874.691240981788,4087.737363651782,9143.60604620939,17993.4055790599,12290.8552639323,3162.9317897120904,12382.552643287543,5364.145131713129,20661.717754239216,6166.259916635253,16029.695252281075,10675.760856127665,5742.736777490743,17260.35176432041,9315.684139696748,6989.251688167127
9450.785155804955,5774.632913180141,12553.835182917152,24825.444372504036,17140.031855100064,5082.768712192111,16726.77698053608,7583.3911699564,28680.875211054103,8466.962336194354,22121.7764826973,14711.528445212189,8017.753886156684,23873.036909064867,12829.585652861208,9780.195965847272
1458.3450340426684,1004.2302628980686,1925.7172343953528,3895.8599311978014,2822.8081092617126,1322.8416378312756,2363.6414836898666,1323.354310985903,4626.582760393359,1300.0822408663898,3476.2042308257705,2296.048744080315,1325.6097645442492,3790.539222085903,1997.135715621078,1634.4883425769235
4259.374024125597,2497.297946611144,5669.424525711263,11127.7399004346,7560.355637491637,1798.7560938247932,7735.169950055728,3276.752205738001,12735.931556623636,3824.6021740616575,9912.868728189016,6606.710456883695,3526.6502430930923,10663.580643514477,5767.822489449613,4290.945688546804
2396.9435047453308,1465.445579879619,3185.5958572961067,6296.202386706907,4350.5765622971685,1311.037479044254,4229.325065835838,1927.4506591728764,7268.999627175499,2152.560594346082,5613.163020427753,3732.355692788556,2025.020648002492,6062.527094287513,3257.682333208444,2480.8437171707133
695.8249837923348,343.1243291714817,931.771522611334,1780.8221165487946,1131.9289534597942,24.767489542418563,1394.620638009494,445.9681430714128,1969.2322277381843,625.5843519746503,1582.3485642132673,1063.9000228896634,530.6084385191431,1676.9807645751623,930.21178277462,629.5133625535041
