Interval=	0.001 s
ExcelDateTime=	4.5771607902250922e+004	4/24/2025 14:35:22.754479
TimeFormat=	StartOfBlock
DateFormat=	
ChannelTitle=	Channel 2	Channel 3	Channel 4	Channel 5	Channel 6	Channel 7	Channel 8	Channel 9
Range=	112.50 mV	112.50 mV	112.50 mV	112.50 mV	112.50 mV	112.50 mV	112.50 mV	112.50 mV
0	0.4464844	0.8296875	0.6117188	0.7804688	0.84375	0.5238281	0.3691406	0.5695313
0.001	0.4464844	0.8296875	0.6117188	0.7804688	0.84375	0.5238281	0.3691406	0.5695313
0.002	0.4816406	0.8472656	0.6328125	0.7804688	0.8261719	0.5414063	0.3621094	0.5660156
0.003	0.4921875	0.815625	0.6328125	0.7347656	0.7628906	0.534375	0.3375	0.5308594
0.004	0.45	0.7101563	0.5835938	0.5941406	0.6328125	0.4851563	0.2777344	0.45
0.005	0.39375	0.5660156	0.5167969	0.421875	0.4816406	0.4113281	0.2074219	0.3480469
0.006	0.2988281	0.4078125	0.4289063	0.2390625	0.3304688	0.3234375	0.1335938	0.2320313
0.007	0.1160156	0.16875	0.2636719	-0.02109375	0.1125	0.1617188	0.01757813	0.05625
0.008	-0.1546875	-0.1371094	0.01054688	-0.3480469	-0.1582031	-0.08085938	-0.1652344	-0.1828125
0.009	-0.4359375	-0.4078125	-0.2355469	-0.6292969	-0.39375	-0.3199219	-0.3550781	-0.4078125
0.01	-0.6082031	-0.5484375	-0.3867188	-0.7664063	-0.4957031	-0.4570313	-0.4570313	-0.5097656
0.011	-0.646875	-0.5484375	-0.4183594	-0.7523438	-0.4710938	-0.4710938	-0.4605469	-0.4957031
0.012	-0.5378906	-0.3832031	-0.3128906	-0.5660156	-0.2917969	-0.3515625	-0.3480469	-0.3515625
0.013	-0.3269531	-0.1054688	-0.1089844	-0.2636719	-0.01054688	-0.1476563	-0.1617188	-0.1230469
0.014	-0.1160156	0.1546875	0.084375	0.028125	0.2460938	0.0421875	0.00703125	0.08789063
0.015	0.1160156	0.4394531	0.3058594	0.3445313	0.5273438	0.2460938	0.1792969	0.309375
0.016	0.3375	0.6925781	0.5097656	0.6292969	0.7734375	0.4289063	0.3304688	0.4957031
0.017	0.4359375	0.8050781	0.6011719	0.7523438	0.8648438	0.5097656	0.3902344	0.5589844
0.018	0.4746094	0.8296875	0.6257813	0.7769531	0.8613281	0.5273438	0.3867188	0.5589844
0.019	0.5097656	0.8367188	0.646875	0.7699219	0.8367188	0.534375	0.3761719	0.5449219
0.02	0.50625	0.7839844	0.6328125	0.6960938	0.759375	0.5132813	0.3339844	0.4992188
0.021	0.4570313	0.6609375	0.5730469	0.5414063	0.6152344	0.4605469	0.2671875	0.4113281
0.022	0.3832031	0.5203125	0.5027344	0.365625	0.4605469	0.39375	0.196875	0.3128906
0.023	0.2601563	0.3445313	0.3902344	0.1546875	0.2847656	0.28125	0.1054688	0.1828125
0.024	0.03515625	0.07382813	0.1828125	-0.140625	0.03164063	0.08789063	-0.04570313	-0.0140625
0.025	-0.2566406	-0.2285156	-0.084375	-0.4640625	-0.2460938	-0.1617188	-0.253125	-0.2601563
0.026	-0.5132813	-0.4675781	-0.309375	-0.6996094	-0.4429688	-0.3761719	-0.4183594	-0.45
0.027	-0.6398438	-0.5625	-0.4148438	-0.7804688	-0.50625	-0.4710938	-0.4816406	-0.5167969
0.028	-0.6257813	-0.5097656	-0.39375	-0.7101563	-0.4289063	-0.45	-0.4464844	-0.4675781
0.029	-0.4675781	-0.2953125	-0.2460938	-0.4640625	-0.1933594	-0.2953125	-0.3058594	-0.2847656
0.03	-0.2566406	-0.02109375	-0.04921875	-0.1617188	0.084375	-0.09140625	-0.1230469	-0.05273438
0.031	-0.0421875	0.2425781	0.1476563	0.1300781	0.3410156	0.09492188	0.04570313	0.1546875
0.032	0.1933594	0.5308594	0.3691406	0.4464844	0.6152344	0.3023438	0.2214844	0.3726563
0.033	0.3585938	0.73125	0.5273438	0.6714844	0.7980469	0.45	0.3410156	0.5203125
0.034	0.4148438	0.7980469	0.5835938	0.7488281	0.8402344	0.4886719	0.365625	0.5589844
0.035	0.4570313	0.8226563	0.6117188	0.7699219	0.8367188	0.50625	0.3515625	0.5589844
0.036	0.4816406	0.8121094	0.6292969	0.7453125	0.7980469	0.5097656	0.3375	0.5378906
0.037	0.4570313	0.73125	0.5941406	0.6328125	0.6855469	0.4746094	0.2882813	0.4675781
0.038	0.4007813	0.5941406	0.5273438	0.4605469	0.534375	0.4042969	0.2109375	0.365625
0.039	0.3164063	0.4464844	0.4464844	0.2777344	0.3832031	0.3199219	0.1335938	0.2566406
0.04	0.1617188	0.2355469	0.3058594	0.03515625	0.1828125	0.1828125	0.02460938	0.0984375
0.041	-0.08789063	-0.05976563	0.0703125	-0.2777344	-0.07734375	-0.0421875	-0.1511719	-0.1300781
0.042	-0.3832031	-0.365625	-0.196875	-0.5835938	-0.3375	-0.2953125	-0.3515625	-0.3726563
0.043	-0.6011719	-0.5589844	-0.3902344	-0.7699219	-0.4921875	-0.4710938	-0.4816406	-0.5203125
0.044	-0.6785156	-0.6011719	-0.4535156	-0.8015625	-0.50625	-0.5203125	-0.5132813	-0.5414063
0.045	-0.61875	-0.4886719	-0.39375	-0.6785156	-0.3761719	-0.4535156	-0.4464844	-0.4429688
0.046	-0.4324219	-0.2390625	-0.2144531	-0.39375	-0.1160156	-0.2671875	-0.28125	-0.2285156
0.047	-0.2214844	0.03164063	-0.0140625	-0.09492188	0.1441406	-0.06328125	-0.1019531	-0.00703125
0.048	0.003515625	0.3128906	0.196875	0.2039063	0.4042969	0.1335938	0.0703125	0.2039063
0.049	0.2320313	0.5976563	0.4113281	0.5097656	0.6644531	0.3375	0.2425781	0.4148438
0.05	0.3621094	0.7558594	0.534375	0.6855469	0.7980469	0.45	0.3304688	0.5273438
0.051	0.4148438	0.7980469	0.5765625	0.7382813	0.8226563	0.4746094	0.3445313	0.5414063
0.052	0.4640625	0.8121094	0.6046875	0.7488281	0.8085938	0.4886719	0.3375	0.534375
