Interval=	0.001 s
ExcelDateTime=	4.5771617767299264e+004	4/24/2025 14:49:35.094656
TimeFormat=	StartOfBlock
DateFormat=	
ChannelTitle=	Channel 2	Channel 3	Channel 4	Channel 5	Channel 6	Channel 7	Channel 8	Channel 9
Range=	112.50 mV	112.50 mV	112.50 mV	112.50 mV	112.50 mV	112.50 mV	112.50 mV	112.50 mV
0	-0.03164063	-0.07734375	0.01757813	-0.2953125	-0.1582031	-0.1300781	-0.03867188	-0.1722656
0.001	-0.03164063	-0.07734375	0.01757813	-0.2953125	-0.1582031	-0.1300781	-0.03867188	-0.1722656
0.002	-0.2214844	-0.2671875	-0.1511719	-0.4957031	-0.3269531	-0.2988281	-0.16875	-0.3339844
0.003	-0.3480469	-0.3761719	-0.2566406	-0.6011719	-0.4042969	-0.4007813	-0.2320313	-0.4113281
0.004	-0.3234375	-0.3234375	-0.2285156	-0.5414063	-0.3269531	-0.3691406	-0.1863281	-0.3515625
0.005	-0.2285156	-0.1898438	-0.1371094	-0.3796875	-0.16875	-0.2707031	-0.084375	-0.225
0.006	-0.05625	0.03867188	0.03164063	-0.1019531	0.07734375	-0.09492188	0.07734375	-0.02109375
0.007	0.1335938	0.28125	0.2179688	0.1757813	0.3269531	0.084375	0.2425781	0.1792969
0.008	0.3128906	0.5132813	0.3832031	0.4429688	0.5484375	0.2496094	0.3796875	0.3621094
0.009	0.4886719	0.7347656	0.5484375	0.6925781	0.7523438	0.4042969	0.4992188	0.5203125
0.01	0.5941406	0.8578125	0.6433594	0.8332031	0.8542969	0.4957031	0.5625	0.6082031
0.011	0.6398438	0.8964844	0.675	0.8683594	0.8578125	0.5132813	0.5625	0.6117188
0.012	0.6257813	0.8648438	0.6433594	0.8226563	0.7945313	0.4851563	0.50625	0.5625
0.013	0.5660156	0.7699219	0.5800781	0.7101563	0.6785156	0.4183594	0.4289063	0.4746094
0.014	0.4921875	0.6292969	0.5027344	0.5308594	0.5238281	0.3375	0.3410156	0.3621094
0.015	0.4148438	0.478125	0.4183594	0.3410156	0.365625	0.2496094	0.253125	0.2425781
0.016	0.3128906	0.3234375	0.3234375	0.1511719	0.2144531	0.1546875	0.1722656	0.1265625
0.017	0.1582031	0.1265625	0.1863281	-0.08085938	0.02109375	0.01757813	0.0703125	-0.01757813
0.018	-0.028125	-0.08789063	0.01054688	-0.3234375	-0.1757813	-0.1546875	-0.05976563	-0.1898438
0.019	-0.2320313	-0.28125	-0.1617188	-0.5203125	-0.3410156	-0.3234375	-0.196875	-0.3480469
0.02	-0.3585938	-0.3796875	-0.2671875	-0.6011719	-0.4078125	-0.4113281	-0.253125	-0.4113281
0.021	-0.3480469	-0.3375	-0.2496094	-0.5378906	-0.3339844	-0.3832031	-0.2179688	-0.3585938
0.022	-0.2144531	-0.1511719	-0.1195313	-0.3199219	-0.1300781	-0.2425781	-0.08789063	-0.1933594
0.023	-0.0140625	0.1054688	0.07382813	-0.01757813	0.140625	-0.04570313	0.08789063	0.028125
0.024	0.1828125	0.3480469	0.2601563	0.2566406	0.3902344	0.1300781	0.2566406	0.2320313
0.025	0.4148438	0.6257813	0.4746094	0.5554688	0.6574219	0.3234375	0.4289063	0.4429688
0.026	0.5800781	0.8261719	0.6328125	0.7839844	0.8472656	0.4675781	0.5519531	0.590625
0.027	0.5976563	0.8578125	0.6433594	0.8332031	0.8648438	0.4851563	0.5484375	0.6046875
0.028	0.5800781	0.8261719	0.6117188	0.8050781	0.8121094	0.4535156	0.5027344	0.5589844
0.029	0.5589844	0.7875	0.5800781	0.7488281	0.7347656	0.421875	0.45	0.50625
0.03	0.50625	0.6960938	0.5238281	0.6222656	0.6117188	0.365625	0.3726563	0.421875
0.031	0.4359375	0.5554688	0.4464844	0.4394531	0.45	0.2882813	0.2917969	0.309375
0.032	0.3867188	0.4394531	0.3972656	0.2847656	0.3234375	0.225	0.2390625	0.2214844
0.033	0.2847656	0.2917969	0.309375	0.09492188	0.1757813	0.1300781	0.16875	0.1089844
0.034	0.0703125	0.03164063	0.1125	-0.1863281	-0.05976563	-0.04570313	0.02109375	-0.08085938
