Time	EMG_Ch1	EMG_Ch2	EMG_Ch3	EMG_Ch4	EMG_Ch5	EMG_Ch6	EMG_Ch7	EMG_Ch8
0.0	0.08277421471934335	0.082433200623854	0.08003935975645547	0.07649984156248918	0.09044894828513061	0.06180498021661041	0.0752053094339524	0.0749996443401864
0.001	-0.12226689496650828	-0.12018817716262231	-0.12012709590852066	-0.10937999274275657	-0.13752140937304944	-0.08320082894570664	-0.1094112819246041	-0.10466532109804547
0.002	-0.2833777705061205	-0.27950319545296576	-0.2773177671006295	-0.2555531735525456	-0.3164198038916837	-0.19735704732757126	-0.2543265496755695	-0.24605100565317803
0.003	-0.35748103546303056	-0.3529085612267792	-0.34951133989306143	-0.3228174783358531	-0.398465191306271	-0.2498757106475623	-0.3206185679308988	-0.3111772087668778
0.004	-0.3290291925374938	-0.3249915539388507	-0.32154772857170666	-0.2970325377366807	-0.3664615612125177	-0.2297148283700603	-0.29439294802492316	-0.286352411216899
0.005	-0.21322349604977353	-0.2107228334756443	-0.20827483240873051	-0.19204795329825125	-0.23735977813053355	-0.14784659099227604	-0.18964153526787442	-0.18500225264586476
0.006	-0.04945470057546254	-0.04899143896429038	-0.04815675132012749	-0.04371299545700417	-0.05496847107074343	-0.032473352041332636	-0.04218990300348623	-0.041843121985945475
0.007	0.1123670569938097	0.11088986405225351	0.1100603830032175	0.1025936440952151	0.1252281295290277	0.08084915694019965	0.10279665723584874	0.09922265425175823
0.008	0.22767859654393646	0.22486026539635653	0.22283422224922747	0.20642560777869462	0.2536917854623725	0.1606071486132514	0.20523664775228448	0.19912549414904968
0.009	0.27001353694096647	0.2667213062429124	0.26428033313032107	0.24387326362514172	0.3009925207935902	0.18840514523961438	0.24163577290381416	0.23485348945699477
0.01	0.23680733086409486	0.23389548096202617	0.23185501881527526	0.2128203050790624	0.26425794753292986	0.16298781291624564	0.21020783911732085	0.20450370079132577
