Time	EMG_Ch1	EMG_Ch2	EMG_Ch3	EMG_Ch4	EMG_Ch5	EMG_Ch6	EMG_Ch7	EMG_Ch8
0.0	-0.025971390604391298	-0.025385911836773557	-0.024835267180987837	-0.022036482614107258	-0.0286126833457348	-0.015417390895977292	-0.0212377632109533	-0.021336354637209756
0.001	-0.013525443982633677	-0.013955426162020765	-0.012610762250525822	-0.01709219339652075	-0.009319971883972121	-0.017754538894539602	-0.013166128361011487	-0.01775975698315446
0.002	-0.0027209951611571227	-0.003995348329399399	-0.0020100493246794707	-0.012166292189539879	0.006629584224405057	-0.018803204639029056	-0.006428213586941563	-0.014085490661046678
0.003	0.0017152708526621862	-5.820977002087956e-05	0.0023923160959656697	-0.010342925749067453	0.012964705039021758	-0.019793333065933387	-0.004734056139579525	-0.013110498614989356
0.004	-0.0011747326957218269	-0.003030918442332633	-0.0003691968062229231	-0.012091847701249821	0.008304616149011124	-0.020604088134936173	-0.008453757720364014	-0.01505903749894312
0.005	-0.008539461102269929	-0.010095807179418253	-0.0075974175613614005	-0.015299808586854261	-0.003715944531040887	-0.01989086076180648	-0.014705410777214198	-0.01769566903270728
0.006	-0.015285328980135324	-0.016269779400989764	-0.01441213019337739	-0.01648406086834374	-0.01633801371415579	-0.01590744671289475	-0.018886141517882597	-0.017611581059852853
0.007	-0.016521830178650863	-0.016806174478436974	-0.016073894502914993	-0.012613168910894864	-0.022724464572994235	-0.007623072650264089	-0.016934929853167573	-0.012069318957249144
0.008	-0.009825312819187986	-0.009419006557633967	-0.010150460361575422	-0.0027232663446590745	-0.018880575513968774	0.004398690948777	-0.007332174641056704	-0.0005656951461465577
0.009	0.003618204986738079	0.004597271409641427	0.002366600939796363	0.011372780268230138	-0.00528121631887894	0.017790325598068438	0.008018072566071902	0.014588171392853712
0.01	0.019430661903556454	0.020789940841045976	0.017418484203091986	0.02558697341653679	0.013387666300983477	0.02898221191330548	0.024384235724884178	0.028936123736667756
0.011	0.031800291545822375	0.033300291265692714	0.02951199516483742	0.03505947389871547	0.030181263492002258	0.03440778556940798	0.036015636649841504	0.037524502323856165
0.012	0.03582076502263809	0.03719798232664609	0.03392104239739386	0.036043907226619445	0.03868411972502326	0.031841540415150964	0.03840201337674628	0.036846252697150174
0.013	0.02944601208628363	0.03044053533822486	0.028551170455569815	0.02741117145602007	0.03549141390930212	0.021333685476774732	0.03005979032637302	0.026284099489541277
0.014	0.014292294249910745	0.01468861207181912	0.014739725925772247	0.011178527559777803	0.021427895219758006	0.005359861679771822	0.013142436109584292	0.00847217045043771
0.015	-0.004984220715815092	-0.005304657888803023	-0.0032755742153774735	-0.008128084394232685	0.0011041494185506195	-0.011888803955420718	-0.007330790947277227	-0.011557523024443671
0.016	-0.02242855613794661	-0.023437956607565254	-0.019948238300919775	-0.025011042552356432	-0.018914654289317483	-0.02581897738107682	-0.025278859830678763	-0.02809354679505507
0.017	-0.032921041874280695	-0.034422652652272644	-0.030408129902969573	-0.03483808567971458	-0.03253510514854812	-0.03287308263522399	-0.035663611617585876	-0.036656368511563654
0.018	-0.03387527599363175	-0.03552826821420744	-0.032069807374692554	-0.035299293634724206	-0.036199490395525225	-0.03158296412248427	-0.036094793834294425	-0.03539147728447227
0.019	-0.0259019771363636	-0.02729916138459929	-0.025300270717875432	-0.0269888134309197	-0.02985353028408438	-0.022894121077994115	-0.027386933498802116	-0.025474746723292398
0.02	-0.012287340971958402	-0.013068615239508335	-0.012990614624120649	-0.012974876604462102	-0.01657301070799437	-0.009698333241827277	-0.012964255940210131	-0.01046585815389376
0.021	0.0024008822954450317	0.0024357401188133754	0.0006945574086762852	0.0023991022144972344	-0.0011389598394317768	0.004202561410372866	0.0025474033637278475	0.005059469452898601
0.022	0.01397092278532446	0.01479264654370948	0.011838158460274393	0.014987658182561949	0.011785726391761897	0.015300755505707036	0.014938478692517219	0.017038327153480876
