Time	EMG_Ch1	EMG_Ch2	EMG_Ch3	EMG_Ch4	EMG_Ch5	EMG_Ch6	EMG_Ch7	EMG_Ch8
0.0	-0.24943480177857524	-0.24401102561627402	-0.23990933534306913	-0.21934980618245203	-0.2764809812293535	-0.1630313892923723	-0.21163688670631428	-0.20703475935044455
0.001	-0.0623111411131944	-0.05759128594749955	-0.061069788067982606	-0.046461725250917234	-0.07459572853052296	-0.02248483566036472	-0.04343018803314274	-0.036899197914960824
0.002	-0.1705566405490391	-0.16551136090234927	-0.16263327452178974	-0.15221762190446847	-0.18864093539640595	-0.1087646042808389	-0.14057301725797783	-0.13475850618690616
0.003	-0.3664419096849319	-0.35723415773700407	-0.34832051643967926	-0.3329476189269588	-0.393972311959273	-0.2571559126905975	-0.31420095337356013	-0.3093627857748107
0.004	-0.4936828839759078	-0.4841879493572205	-0.46863766643469557	-0.45072607295176914	-0.5285045054265035	-0.35101079502650007	-0.4300832682371342	-0.4265866183665747
0.005	-0.5516503233813229	-0.5443805569247694	-0.5279150125521033	-0.49976638059123263	-0.5960518751823751	-0.38927056479472877	-0.48651716434364506	-0.48029981551640677
0.006	-0.5462937087756784	-0.5341572296652631	-0.5195779135185823	-0.48434301615404407	-0.5932951356972485	-0.3716682745119812	-0.4726296425074018	-0.46630548903140134
0.007	-0.4765706596545164	-0.45907277012378783	-0.45001684037690504	-0.4129763387490019	-0.5172747692073796	-0.3057249266798831	-0.39991129957986343	-0.3911455669580714
0.008	-0.3303068923975356	-0.31425315749442356	-0.3108459791275241	-0.2751832268133714	-0.3616865909752573	-0.19027519920654082	-0.2652680368903668	-0.2535023800991983
0.009	-0.15359288571969398	-0.13636523413464985	-0.1418063181845508	-0.10953288496061812	-0.17469444231417972	-0.05428209663259683	-0.10620219014130379	-0.09142954162549337
0.01	0.04052960858110127	0.05737320877214355	0.04342838813598611	0.07107353701248481	0.035785084005030936	0.0885432787154205	0.06290369514753714	0.08289055494463018
0.011	0.2417590915110933	0.2506493799452185	0.23583678352197815	0.25063933944682404	0.25291832545230963	0.2286670556577136	0.23865196883535109	0.25927848694837985
0.012	0.4164503066748865	0.4187381710763302	0.39888489317542086	0.4049612829132167	0.4392248100778649	0.3464334040065519	0.3926757807373606	0.408407646886422
