Time	EMG_Ch1	EMG_Ch2	EMG_Ch3	EMG_Ch4	EMG_Ch5	EMG_Ch6	EMG_Ch7	EMG_Ch8
0.0	-0.4837110367449552	-0.477780357891318	-0.4654771239747977	-0.44105016544788533	-0.5275887802756284	-0.3481492744400563	-0.43291939543528307	-0.43143926524139853
0.001	-0.2603394127671555	-0.2542562047339303	-0.25260656688270633	-0.23039231791215328	-0.2880863572144377	-0.17187056494162972	-0.2265229766925757	-0.22090103099845976
0.002	-0.36920399614644295	-0.36349675123839914	-0.35603632588660494	-0.3334758168278709	-0.40190318212244147	-0.25955173897898337	-0.328653324097318	-0.32677102611098113
0.003	-0.5652885007880284	-0.5601243047968951	-0.5442434633465705	-0.5204787953117933	-0.6111499795624469	-0.4182539258668029	-0.5101369866867468	-0.5118097753956641
0.004	-0.7490547511717577	-0.7422435079594524	-0.7221655397597748	-0.6933631204566482	-0.810485768292124	-0.5592288542991769	-0.6728688082174953	-0.67799904912471
0.005	-0.8860009830104991	-0.8784027088914734	-0.8551483869718979	-0.818050627290785	-0.9631483613139957	-0.6566078445080098	-0.7987182091134403	-0.8004596643836822
0.006	-0.9262284400609722	-0.9176274427924995	-0.8938969448582642	-0.8505014940440087	-1.0136597227248854	-0.6739235318290645	-0.8358641946890004	-0.8324689932789909
0.007	-0.8786880004666805	-0.865371491480839	-0.8490404775689672	-0.7992160577452916	-0.9667824225164566	-0.6272927393990905	-0.7866581566097124	-0.7775351850931108
0.008	-0.7635455784768761	-0.7490489789991964	-0.7418291093114225	-0.6870803423107537	-0.8441400821964633	-0.5300360638945644	-0.6770065520560171	-0.6623635002678372
0.009	-0.5772404504290274	-0.5655596300882066	-0.5663954101645905	-0.5108139424728166	-0.6434966186218182	-0.37971027827631726	-0.501930448120625	-0.4866436720736128
0.01	-0.3012473455535361	-0.2890440491039168	-0.29658745828077815	-0.24808040384747282	-0.34104133559995287	-0.16284525079489764	-0.24726872032668412	-0.23368004062809117
0.011	-0.03820844526825836	-0.026313357442461903	-0.038915655910006945	-0.0032451585052459733	-0.053488051902554914	0.03869806887609396	-0.011444262923780563	0.005261226192441237
0.012	0.23863011419541044	0.24602919730787778	0.2260212365498739	0.24728009886213895	0.2453138384311304	0.23860215866403617	0.23630305228442375	0.2563127185583908
0.013	0.48642551178356247	0.4887579162009437	0.46495368711296153	0.4726948369447023	0.5127562602389306	0.41057301214503	0.45678301098827306	0.47487149033165477
0.014	0.6443546533998911	0.6409734122165969	0.6209852043551621	0.6107022915289836	0.6865058150390382	0.5080212653810954	0.5908228567843662	0.60564111207674
