Time	EMG_Ch1	EMG_Ch2	EMG_Ch3	EMG_Ch4	EMG_Ch5	EMG_Ch6	EMG_Ch7	EMG_Ch8
0.0	0.11704389091630452	0.11244894894824292	0.11198140245743671	0.09406086409405831	0.13205011058903324	0.06037037435096211	0.09357842258979529	0.08904424711398518
0.001	-0.001020872510523488	-0.005718450908172672	-0.002197949220208303	-0.014219902301710365	0.004060786876113258	-0.0209330942439812	-0.010098303377246261	-0.01710961688665835
0.002	0.09553017689499772	0.09162776680913548	0.0946514598057192	0.07839836126037303	0.11162016548801124	0.05344339098144612	0.08107303418076732	0.07272511318619647
0.003	0.2247115192621711	0.21934445231893926	0.2201338682718581	0.2000098354908276	0.25326462051008547	0.14618765794558716	0.20329780013829601	0.19470929766318987
0.004	0.29353872752486887	0.2895154833924083	0.28561131384977545	0.2656600348826329	0.3297935431821762	0.19036756712745503	0.26740504493843203	0.2588813434164369
0.005	0.30977892993264894	0.3051391512647515	0.3034438409935594	0.27762798717579174	0.34898115490404846	0.19846088681787893	0.2797957350249372	0.26952733833709336
0.006	0.2805945296033467	0.27410314368962224	0.27252326724568054	0.24647917956153034	0.32154477011790433	0.17185503667472204	0.24611449741735394	0.2336981388735693
0.007	0.2064480850210242	0.20148949750645637	0.20034822682868525	0.17154044198555934	0.24395771758891222	0.11497280231246435	0.16969922511675095	0.15625349797166566
0.008	0.08145194274033912	0.07502377832583727	0.07855187524524275	0.0457448795574134	0.10479629367789814	0.015515788853611094	0.049485722325614566	0.03201122150296272
0.009	-0.04854441891184058	-0.05394537157208872	-0.044650320301962615	-0.0724806037228082	-0.0352930881949097	-0.07854561071658006	-0.06556258969906348	-0.08502985945390759
0.01	-0.18402947603545586	-0.1903374403465217	-0.17553985396324806	-0.19163461610869928	-0.18047326900940658	-0.16885479854570595	-0.18190520050074563	-0.2011742265474159
0.011	-0.3099086690295079	-0.31584650408598175	-0.2994849307034948	-0.3044576454996514	-0.3186240085216354	-0.2573407158596782	-0.2920533699129055	-0.3101200988832696
0.012	-0.39715244075242234	-0.39788405926589065	-0.3791148029660277	-0.3756627900164206	-0.41444090757458163	-0.3083755662789369	-0.3631809251518153	-0.37860015156087373
0.013	-0.42586013761517283	-0.42567561126884185	-0.40756345862000243	-0.39352866341772946	-0.44993694143916574	-0.3148295529913542	-0.38058617497232916	-0.3938946946330951
0.014	-0.40484485050511665	-0.3990217752341418	-0.3879898531419916	-0.3681328563515219	-0.4311285916148639	-0.282957341309987	-0.3544298707668175	-0.36297075400501655
