Time	EMG_Ch1	EMG_Ch2	EMG_Ch3	EMG_Ch4	EMG_Ch5	EMG_Ch6	EMG_Ch7	EMG_Ch8
0.0	-0.05518638954785083	-0.04910800584789647	-0.053182929718630145	-0.035038726193669906	-0.06569797653722641	-0.007522495683732554	-0.03075411245732506	-0.02513594248814073
0.001	0.07672591417770003	0.0818271492326236	0.07375807910058779	0.08447418878691833	0.07654373656262942	0.08376349731283664	0.08245963113703188	0.08878775131775292
0.002	-0.05682674284805071	-0.05346025312201164	-0.05828093779398667	-0.0429235452079663	-0.06708279362919231	-0.019842521147325695	-0.03891653497862321	-0.033446173160387976
0.003	-0.22171096831271242	-0.2190568042648129	-0.21410878419218257	-0.19126981179591504	-0.244515173979441	-0.1364901226331627	-0.18404566218472393	-0.18018688827798618
0.004	-0.2954710081982305	-0.29255578741507515	-0.28382818936471055	-0.25797998663809096	-0.3299041264324742	-0.18357335676886383	-0.24997054023179235	-0.24006132711722192
0.005	-0.3016066785950762	-0.29915049831754065	-0.29183906639907065	-0.2614088246956879	-0.33875248896799404	-0.18051496666334832	-0.25102813604130886	-0.2403060999416469
0.006	-0.2555163419060449	-0.25136304980623203	-0.2444798207297887	-0.2107014706935625	-0.28354887427275405	-0.1380483211731119	-0.2019895477553273	-0.19038382577638552
0.007	-0.1251591668036422	-0.11874082702348764	-0.11684986493250925	-0.0860487644067435	-0.14205413769428837	-0.03191333360210537	-0.08129554966883236	-0.06729547023785881
0.008	0.06307292392910113	0.07089786268504562	0.05908823541809431	0.08436442943014828	0.05396527347999897	0.11131696808306757	0.0832303395524417	0.09934381449530122
0.009	0.21298144693895107	0.22145403170842143	0.20426386045004424	0.222341964562592	0.2138567632167898	0.21779638540563695	0.21210980308794292	0.23347345958899676
0.01	0.3575959781131618	0.3644703937997364	0.34440385574230203	0.3554332168953683	0.3743361394590969	0.31544972280750117	0.34238645627523634	0.363622040812657
0.011	0.4778030782035125	0.48232246334256507	0.4569104865377818	0.46033797220676553	0.5075393299176463	0.394350224152936	0.4492463139788239	0.46750698577283295
