1.04554,-0.185801,-3.28062,-1.2539,0.304016,-1.70693,-1.49696,-3.46246,0.357634,2.34537,-1.60427,-2.70895,-1.20588,-4.99336,-3.41337,-2.51723,113.216,-692.472,-702.232,-4200,1680,2380
2.70791,-1.03825,-1.68532,-2.13931,0.0809227,1.39874,-3.45906,-2.45464,4.33168,1.79188,2.53767,-0.829589,-0.227649,-1.10878,0.204151,-0.342555,109.8,-694.912,-705.648,-4760,2100,1820
6.53264,3.55841,0.50025,2.10593,2.76809,1.20661,2.01059,-2.32733,3.34355,3.93444,-0.815363,3.86798,0.679827,0.524275,-0.250155,-1.6259,110.288,-700.768,-704.184,-4760,2100,1400
7.20593,2.74279,3.08652,3.73239,3.11017,2.21075,3.07591,1.51382,3.19107,5.33131,0.90579,3.90573,3.07811,3.48054,2.77297,-1.05903,109.8,-702.72,-706.136,-5040,2240,980
3.77724,2.05831,0.577049,1.92717,1.15204,-0.614006,0.607577,-2.72683,-0.909916,1.05907,3.94104,1.99702,3.36866,0.456603,-0.164356,-2.94731,109.8,-700.768,-702.72,-4480,2240,420
-4.1698,0.387018,-3.79171,-0.789781,-1.57484,-3.52476,-1.23779,-1.72123,-2.77662,-6.12782,2.54962,-0.93048,2.1678,-1.25691,-0.211479,-1.36837,110.288,-706.136,-704.672,-4200,2240,0
-7.58066,-1.185,-7.15447,-2.23754,-1.25667,-3.96205,-0.781216,0.20697,-6.05399,-8.81879,-0.966251,-3.46242,-0.964666,-2.26995,0.721953,0.713744,107.848,-709.064,-703.696,-3080,2520,-560
-3.9259,-0.37018,-3.61911,-0.416222,-0.452039,-1.56722,1.09937,3.37324,-5.15611,-6.225,-3.32621,-1.86123,-2.49628,-0.386214,2.22734,2.76926,111.264,-706.136,-702.232,-1820,2240,-980
0.568962,0.168734,1.04849,0.113681,-0.818865,1.32029,2.23515,4.68496,-3.60201,-3.76335,-3.17099,0.803445,-1.41146,1.18987,2.45467,5.29275,113.216,-707.112,-702.232,-840,2520,-1120
3.06922,-2.08852,3.88335,-2.38204,-1.97651,2.39597,-0.965738,3.08841,-0.0491259,-1.33545,0.479193,1.46903,0.0918985,0.959627,-0.294362,5.03686,113.216,-705.16,-701.256,980,2240,-1260
2.38871,1.77792,3.24016,-0.414716,-0.517444,1.69136,0.914978,1.75465,1.93299,1.35777,2.67606,1.88342,0.175037,-0.901047,-1.82684,3.4731,115.656,-704.184,-702.232,2660,2100,-1400
-2.51338,-2.90495,-0.390997,-4.02916,-4.03958,0.894158,-3.94579,0.218317,0.862194,-1.1961,3.41394,-1.67081,-2.247,-0.131541,-1.84137,1.27378,117.12,-704.672,-697.352,4480,1540,-1400
-0.866051,1.06054,-1.50028,-1.66071,-1.08376,0.564474,-0.459128,-2.76085,1.65571,1.18111,2.11222,0.0158089,-1.96897,-0.166322,-1.62954,0.58857,116.632,-703.696,-698.816,6300,1120,-1120
2.83212,5.95743,5.43293,7.52691,6.81572,4.9576,6.51818,3.59247,7.42678,6.16161,2.69533,5.39989,0.390424,6.38316,6.45517,8.24792,121.512,-701.256,-695.888,7560,840,-1120
0.866467,4.88431,6.17914,6.81916,4.92294,6.3585,4.44849,2.05158,5.25723,6.01488,-0.423746,5.23269,1.3031,5.04702,3.54869,4.98984,118.096,-699.304,-696.864,9100,420,-560
-2.41402,-2.8678,1.80329,-1.56083,-2.5311,1.70672,-3.54102,-1.75771,0.264144,2.00553,-2.71714,-1.27546,0.414352,0.304083,-5.17335,-3.42702,121.024,-699.792,-695.4,10220,0,-420
2.10311,-1.1854,3.19885,-0.284483,-1.29725,0.993276,-0.347843,0.458815,3.27839,2.56897,0.261578,-0.274462,2.04664,2.1222,0.829878,-3.67161,123.464,-696.376,-692.96,11620,-420,140
0.45972,0.527488,1.14403,1.9878,1.59774,-1.70733,3.39323,1.18734,-1.15091,0.646962,-1.29737,0.411637,-0.0177874,1.28558,5.1104,-2.36941,126.392,-695.4,-695.888,12600,-560,700
-1.17503,-1.44005,-1.28577,-0.367007,1.45346,-2.36301,1.53743,4.33491,-1.78255,-1.50135,-1.66085,-2.62777,0.500611,1.29369,6.97051,-1.03055,124.928,-694.912,-694.424,13020,-840,1120
0.630498,-0.481935,-2.19824,1.83167,4.19809,-2.86075,3.2953,3.28048,-1.00174,-1.85087,-1.43415,-2.19188,-0.226627,1.77508,6.19171,1.40021,124.928,-692.472,-693.448,13300,-840,1680
2.44902,1.31796,-1.74722,2.91264,4.28319,-1.23906,4.33975,3.72159,2.93646,-0.17189,-1.79207,0.454147,-0.018574,0.386376,5.07924,3.14082,128.832,-691.496,-694.912,13300,-980,2100
-1.06273,-2.27823,-4.54642,-0.613055,-0.329063,-1.5864,-1.08085,-0.151914,0.863235,-2.19234,-3.30191,-0.618995,-1.86992,-3.80626,-1.56258,-0.926805,128.832,-691.984,-695.888,13020,-700,2520
1.23773,0.2214,-2.77371,-1.4508,-2.06656,-2.80581,-4.13493,-3.65707,3.40579,0.0377419,0.156284,2.06592,-0.831372,-4.5576,-5.30022,-3.71729,126.392,-691.008,-692.472,12460,-560,2940
4.9536,4.48008,1.16754,0.689918,-0.887581,-0.767182,-1.79805,-4.84051,7.6335,3.59753,4.04203,4.28445,1.71383,-2.25259,-2.92044,-0.741883,128.344,-691.496,-696.376,12040,-420,3220
5.06343,3.73745,2.52902,0.723164,-1.10008,0.37804,-2.3217,-3.38001,8.65314,4.61022,4.82773,4.03552,1.7643,-0.733075,-0.0446123,0.807883,131.272,-691.984,-693.936,11060,140,3360
1.06571,3.25692,1.96578,0.694994,-0.290154,0.770977,-1.02281,-2.99574,-0.0678271,2.16849,1.48043,1.57258,1.06505,-2.42908,-2.77416,-1.14697,128.832,-688.568,-695.888,10220,280,3640
-2.95162,-2.8795,0.394542,-1.20946,-2.51699,1.57556,-2.72094,-0.824503,-5.42711,-1.22895,1.39121,-4.17921,0.590629,-1.48043,-2.35749,-0.61416,128.344,-692.472,-692.96,9100,280,3920
-4.28902,-6.67253,-4.35373,-6.44787,-6.37473,-0.98001,-4.08752,-4.75706,-11.3846,-3.40183,-0.0562139,-7.7481,-0.819011,-5.12976,-7.56927,-5.88736,130.296,-693.448,-694.424,7980,140,3920
-1.60038,-3.93118,-0.521761,-3.85493,-2.47787,0.511578,-2.34013,-0.358283,-3.14197,-2.84781,1.1571,-3.12753,0.0900814,-1.49976,-3.44928,-2.33225,128.344,-695.888,-691.008,7140,0,3920
2.00998,3.53138,2.81787,1.08522,1.24001,-0.634524,-0.463071,-1.43956,0.488885,-0.261625,1.32007,4.10941,1.45456,0.550002,-5.74308,-2.55458,131.76,-695.4,-693.936,6020,0,4060
0.739453,1.38422,2.56205,0.321843,0.735963,-0.134619,-0.625265,-0.498486,-2.01789,-1.14163,1.50559,2.02418,1.98386,1.72672,-5.71111,-3.36198,130.784,-697.84,-693.448,5040,0,3920
0.353198,2.62417,2.82647,4.12617,3.55313,1.88164,4.69248,0.992043,-2.01097,-0.785441,0.804606,2.36447,2.22663,5.63941,0.600925,1.63387,129.808,-695.888,-692.472,4060,-280,3920
0.150028,2.54629,3.33152,5.34217,5.56038,3.28369,6.95876,0.87201,-1.42884,0.851491,-1.18186,1.50715,1.23665,7.5666,5.75281,4.86842,128.832,-700.28,-691.008,3080,-560,3780
-2.44888,-2.19935,-1.49527,0.577183,1.57299,0.953647,4.18051,2.12819,-5.99664,-1.59447,-5.10509,-4.14584,-1.42194,3.92214,4.97502,4.74146,130.296,-705.16,-688.568,2520,-980,3500
-8.97962,-8.5141,-5.22039,-4.50152,-3.19054,-2.06759,-1.01842,2.95924,-10.2798,-5.67323,-6.96077,-8.26689,-5.35711,-0.179957,3.08836,3.91696,130.296,-703.208,-691.008,2380,-1120,3640
-8.4367,-3.89588,-4.17249,-4.78244,-2.2696,-3.08218,-1.70338,1.36096,-6.61435,-3.53258,-4.89247,-4.13708,-4.13751,-5.22369,0.136501,3.33752,129.808,-705.648,-691.008,2380,-1260,3640
