substance,volume,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,15,15,15,15,15,15,15,15,15,16,16,16,16,16,16,16,16,16,17,17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,18,18,19,19,19,19,19,19,19,19,19,20,20,20,20,20,20,20,20,20,21,21,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22
,,min,max,mav,rms,wavelength,var,abs_diffs_signal,shannon_entropy,iemg,min,max,mav,rms,wavelength,var,abs_diffs_signal,shannon_entropy,iemg,min,max,mav,rms,wavelength,var,abs_diffs_signal,shannon_entropy,iemg,min,max,mav,rms,wavelength,var,abs_diffs_signal,shannon_entropy,iemg,min,max,mav,rms,wavelength,var,abs_diffs_signal,shannon_entropy,iemg,min,max,mav,rms,wavelength,var,abs_diffs_signal,shannon_entropy,iemg,min,max,mav,rms,wavelength,var,abs_diffs_signal,shannon_entropy,iemg,min,max,mav,rms,wavelength,var,abs_diffs_signal,shannon_entropy,iemg,min,max,mav,rms,wavelength,var,abs_diffs_signal,shannon_entropy,iemg,min,max,mav,rms,wavelength,var,abs_diffs_signal,shannon_entropy,iemg,min,max,mav,rms,wavelength,var,abs_diffs_signal,shannon_entropy,iemg,min,max,mav,rms,wavelength,var,abs_diffs_signal,shannon_entropy,iemg,min,max,mav,rms,wavelength,var,abs_diffs_signal,shannon_entropy,iemg,min,max,mav,rms,wavelength,var,abs_diffs_signal,shannon_entropy,iemg,min,max,mav,rms,wavelength,var,abs_diffs_signal,shannon_entropy,iemg,min,max,mav,rms,wavelength,var,abs_diffs_signal,shannon_entropy,iemg,min,max,mav,rms,wavelength,var,abs_diffs_signal,shannon_entropy,iemg,min,max,mav,rms,wavelength,var,abs_diffs_signal,shannon_entropy,iemg,min,max,mav,rms,wavelength,var,abs_diffs_signal,shannon_entropy,iemg,min,max,mav,rms,wavelength,var,abs_diffs_signal,shannon_entropy,iemg,min,max,mav,rms,wavelength,var,abs_diffs_signal,shannon_entropy,iemg,min,max,mav,rms,wavelength,var,abs_diffs_signal,shannon_entropy,iemg
0,10,-68.1861,65.7629,14.705068912600002,19.08106465464883,17015.222375999998,364.0867246622277,17015.222375999998,4.104572522139724,14705.068912600002,-86.0696,81.1882,17.439892916851996,22.679496749496796,23523.827099356,514.3589673882975,23523.827099356,4.0427570294396205,17439.892916851997,-65.5337,54.9077,12.665479758599998,16.223345883405393,14877.205569599999,263.19688192407455,14877.205569599999,4.026800745832765,12665.479758599999,-98.9653,87.2567,15.5400052326,20.594459402249164,18883.450065999998,424.13151213351415,18883.450065999998,3.730268066745908,15540.0052326,-85.9551,81.0481,16.685483452,21.572388533306242,21053.497202,465.3676633191597,21053.497202,3.9647421292309635,16685.483452,-71.5645,53.9467,10.948587049530001,14.350806451398624,12355.45015814,205.94503793199854,12355.45015814,3.776732207274673,10948.58704953,-132.958,117.561,17.1440438937,23.84973875156623,17384.720609599997,568.8100339352764,17384.720609599997,3.4625297562528763,17144.0438937,-74.84,58.6051,12.428172072810002,16.49103472109914,13292.40251942,271.95420185554315,13292.40251942,3.893348183962457,12428.17207281,-88.6538,92.7424,19.290170869,25.310140453260136,26505.25990322,640.6026185013353,26505.25990322,4.075988552917574,19290.170869,-74.1622,55.478,14.2999909694,18.013623291494696,18738.83239,324.4904493288398,18738.83239,4.078828655095252,14299.9909694,-60.2689,65.3383,12.540624916799999,16.05003643126801,15325.3318026,257.6035681016044,15325.3318026,3.957322376095658,12540.6249168,-75.1599,64.9436,15.842130780400003,20.157813657322205,21110.090713600002,406.3374514409021,21110.090713600002,4.124933803150277,15842.130780400003,-45.0587,38.8811,9.86831177479,12.494564248257882,13238.610057419999,156.11411297851924,13238.610057419999,4.1890074818009975,9868.31177479,-104.714,79.952,14.2295367538,19.019121915816626,16270.266709200001,361.7263243569437,16270.266709200001,3.6027716212400818,14229.5367538,-150.276,120.846,17.4782399926,24.026545022686197,19797.728264,577.2747046218836,19797.728264,3.371006322231866,17478.2399926,-131.276,90.9264,16.9304279717,23.17771669382858,18648.5853822,537.2062540008753,18648.5853822,3.5986064329286354,16930.4279717,-29.768,35.136,10.386104,12.46689579967684,2509.7839999999997,84.749608165824,2509.7839999999997,4.049322211494001,10386.104,-991.616,-854.0,932.1776,932.4357119735988,3861.544000000001,481.27902195200005,3861.544000000001,4.009811344884565,932177.6,-455.792,-227.896,352.946488,354.51292449714725,4048.448000000002,1108.1902439858561,4048.448000000002,3.7799017293136434,352946.488,-77980,60060,12568.5,19878.421979624036,636720,394687381.6956,636720,3.560354163829217,12568500,-41020,63420,7910.42,14274.411945856124,687960,202724913.4876,687960,3.200900263359469,7910420,-9520,18480,3267.6,4905.480934628123,235620,23926309.881600004,235620,4.029677959955601,3267600
0,10,-96.0884,83.615,14.127429810199999,19.124520649194356,15579.5434332,365.7458573072554,15579.5434332,3.644550968369742,14127.4298102,-77.1256,88.5841,16.53256975184,21.431841519210916,20755.7982416,459.32122029419077,20755.7982416,3.9475642353020586,16532.56975184,-104.8,77.0819,10.9114747958,14.815135028960448,13162.067361599999,219.48706543404302,13162.067361599999,3.2489634240029592,10911.4747958,-111.706,72.9051,14.52040015098,19.26059353013258,16525.26875856,370.9669302829396,16525.26875856,3.637540570267759,14520.40015098,-150.411,95.3383,14.6114470375,20.105277638383768,18578.009659,404.21912025355635,18578.009659,3.2226823700280773,14611.4470375,-78.9153,62.3665,8.8755091971,11.86014849315482,10685.2651592,140.66121576976127,10685.2651592,3.2961853179551777,8875.5091971,-130.187,106.849,15.094099473399998,22.779202478513884,16296.3311792,518.8903933009223,16296.3311792,3.3325507056480044,15094.099473399998,-56.1564,63.5822,9.46640510035,12.480893940254857,11648.145872500001,155.77135183388577,11648.145872500001,3.644747560134508,9466.40510035,-95.6326,89.1355,18.3257915842,23.903335087816373,23749.958202,571.3680856721188,23749.958202,3.944533260032105,18325.7915842,-91.8951,76.6525,13.445510219400001,17.710992422300727,16881.707506,313.67900446224854,16881.707506,3.648547714899915,13445.510219400001,-90.1697,66.0893,13.274444200828999,17.672734805439717,14170.418743458,312.32518697462035,14170.418743458,3.756105078672522,13274.444200828999,-103.967,96.3896,14.7923274705,19.34027632889365,18788.7423864,374.04562499607965,18788.7423864,3.5189313993873252,14792.3274705,-47.4504,51.7403,8.931320232680001,11.305568638435227,11859.54903024,127.81538630601536,11859.54903024,3.788262635982914,8931.32023268,-124.943,91.6234,11.364718974150001,15.990155355817642,13995.530932200001,255.68386676946184,13995.530932200001,3.0530621945953307,11364.71897415,-118.83,96.0908,16.24219938152,22.98024817204794,18091.53404224,528.0907121083089,18091.53404224,3.614422270174815,16242.19938152,-103.884,93.1413,13.352415154400001,18.657578947551865,16170.745255599999,348.10366504800993,16170.745255599999,3.42854015368362,13352.415154400001,-40.992,52.216,15.186071999999998,18.177977073811046,2420.4799999999996,175.0386917744,2420.4799999999996,4.00672999354864,15186.071999999998,-984.784,-818.376,917.012512,917.3153205067928,3095.872000000003,555.4500719298561,3095.872000000003,4.005721662726374,917012.512,-473.36,-297.68,390.557624,391.96393214943646,3503.352,1100.4664415226239,3503.352,4.400529167763474,390557.62399999995,-80500,57120,14576.52,21515.993270123505,575260,460966188.75999993,575260,3.4668099000502517,14576520,-39760,58520,10370.5,14583.336394666345,637560,207768981.48440003,637560,3.6128568994910077,10370500,-13440,19880,4774.42,6612.01339986543,267260,43354798.5724,267260,4.3811373552585176,4774420
0,10,-100.741,60.9482,13.0894297664,18.1724708536138,13752.2778076,330.23868166404134,13752.2778076,3.6842605492964746,13089.4297664,-94.2663,85.2433,15.374408143199998,20.476163260145498,18365.8382208,419.27136023799443,18365.8382208,3.77821566603829,15374.408143199998,-83.3221,61.7041,10.708972469399999,14.663176876579357,11460.1397478,215.00825230665663,11460.1397478,3.5642687210111856,10708.9724694,-90.8146,83.469,14.4066574531,19.604697712221327,15650.5474294,384.3435833619523,15650.5474294,3.7363916198761222,14406.657453099999,-91.9815,76.9235,14.35699802773,19.455596840477597,16444.799627940003,378.51560784474526,16444.799627940003,3.738663035386812,14356.99802773,-51.1295,56.0322,9.43070469051,12.66035797265634,9378.66947958,160.28455981831686,9378.66947958,3.8173568004304186,9430.70469051,-150.894,98.921,14.893626070679998,22.301661773872507,15011.0500882,497.3605741725412,15011.0500882,3.261470732322756,14893.626070679999,-47.9126,43.224,9.45583324779,12.66005327821179,10079.045095,160.27623404785282,10079.045095,4.049418460575994,9455.83324779,-129.77,97.5191,17.1566874969,23.2933817385055,20916.7315758,542.5806166203145,20916.7315758,3.584293932355249,17156.6874969,-68.2751,59.0762,11.956764319400001,15.821310690380225,14289.2106848,250.31368959930492,14289.2106848,3.8847750176744236,11956.764319400001,-60.2647,54.158,10.21092161809,13.824359255511247,11753.4587773,191.11285828784125,11753.4587773,3.8222600537746243,10210.92161809,-83.6031,65.5331,13.3922102148,17.819024393307238,16098.899760799999,317.5175352221142,16098.899760799999,3.8283179965639014,13392.210214800001,-43.5658,54.8307,8.640256255299999,11.366575980032074,10187.255592000001,129.1989156077003,10187.255592000001,3.7823115166304664,8640.256255299999,-69.5165,63.675,11.139344089689999,15.316234380352482,12347.2737695,234.57898994863754,12347.2737695,3.739983006520566,11139.34408969,-153.376,128.31,16.43074787761,24.0486937366933,17283.225887380002,578.3395952579336,17283.225887380002,3.227023887091911,16430.74787761,-109.021,70.6646,12.444994956999999,17.731091531588767,14005.2906252,314.3803104832986,14005.2906252,3.4704467493593434,12444.994956999999,-59.536,86.864,30.447296,33.50832731175939,2571.272,256.43539864473604,2571.272,3.527291250135174,30447.296000000002,-953.552,-793.0,870.719368,871.1748115998396,3160.775999999997,793.3345556965759,3160.775999999997,4.117217423216128,870719.368,-587.064,-248.88,483.66753600000004,485.3418017314231,4777.5199999999995,1622.3791275927042,4777.5199999999995,3.647648000320272,483667.536,-111440,85540,17295.04,27533.501411916357,848400,756449868.3055998,848400,3.1222761954673577,17295040,-70700,51100,10133.06,13618.250563123003,780640,180836742.0636,780640,3.368818594669543,10133060,-16940,31220,5132.68,7908.431348883291,303660,60772151.2944,303660,3.9410454752402053,5132680
0,10,-119.806,89.9843,13.1190506656,19.269921446823744,15993.4749464,371.3296324258777,15993.4749464,3.3286958122932706,13119.0506656,-81.3025,87.0883,15.4921191798,20.373443760796334,21559.90658,415.0767560869191,21559.90658,3.847277437097113,15492.1191798,-112.024,85.3658,10.866886026400001,15.794387675951882,13685.118311799999,249.4624039037908,13685.118311799999,3.1382332910363733,10866.886026400001,-106.758,90.4995,14.324152752760002,19.65696768875369,17268.6636614,386.39554702375364,17268.6636614,3.534481079464396,14324.152752760001,-174.286,110.055,15.16776916173,21.085791156332817,19516.84945902,444.60916894823407,19516.84945902,3.0880088271697623,15167.76916173,-76.5299,59.2847,9.405890275800001,12.775522694235981,10994.8421168,163.2139782359671,10994.8421168,3.4362338592743216,9405.8902758,-203.835,124.973,15.544955168099998,24.19810745833366,17338.80186,585.5480885850624,17338.80186,2.9033946376975344,15544.955168099998,-103.121,69.2804,10.1968213102,14.488597812070816,11997.2547714,209.91944035824957,11997.2547714,3.225551847352791,10196.8213102,-130.312,99.7262,18.1598001207,24.258053289025515,24788.770543599996,588.4530323125539,24788.770543599996,3.6424012392157015,18159.8001207,-137.107,78.7658,13.17110027377,18.76806787284441,17637.02944954,352.24019884454583,17637.02944954,3.233883941553903,13171.10027377,-121.669,95.3077,11.68382165562,17.04896045319834,14755.9561414,290.66692203337476,14755.9561414,3.0704189825940347,11683.821655619999,-107.391,80.7686,14.01593707615,18.875042685759617,19444.8776056,356.2667242361413,19444.8776056,3.5414925014263408,14015.93707615,-62.239,54.427,8.953877761,11.951102691939933,12397.8590374,142.82859019555346,12397.8590374,3.5828976168326547,8953.877761,-125.163,103.475,11.60907803866,16.613201912207547,14508.878957480001,275.99837329491237,14508.878957480001,3.018902204819857,11609.07803866,-189.28,136.188,17.481802522700004,26.519144324423262,19836.3692672,703.2640857574137,19836.3692672,3.0952814461852505,17481.802522700003,-134.835,104.755,13.741613476373,19.945588759913807,16729.547175054002,397.8262267416132,16729.547175054002,3.1885939766965783,13741.613476373,1.952,105.408,44.210848,46.30637631359206,2529.304,189.68140641689598,2529.304,3.836568813116067,44210.848,-947.208,-752.496,852.0738640000001,852.573551010445,3206.6480000000024,851.790170669504,3206.6480000000024,3.828904833785635,852073.8640000001,-648.064,-397.232,514.306128,515.9757133248812,4035.272,1720.1434427676154,4035.272,4.03650604579756,514306.12799999997,-86100,84560,16941.12,27269.655546046048,773920,743442829.8304,773920,3.3709178511665514,16941120,-50540,95900,12775.0,21128.072529220455,854840,446394357.15839994,854840,3.0776204923369894,12775000,-24500,65240,5710.6,11284.903189660068,422240,127140483.3776,422240,3.008052683222866,5710600
0,10,-82.4304,66.1803,12.697987702999999,16.889611794078867,14458.74281,285.2586137233472,14458.74281,3.754474868690764,12697.987702999999,-105.625,90.1283,15.86741085525,21.006942458782245,20345.502351000003,441.29162247514074,20345.502351000003,3.688689390292036,15867.41085525,-46.609,45.3428,10.4929622715,13.37045413950519,12298.5213206,178.76854734102258,12298.5213206,4.143051085599552,10492.9622715,-80.1007,82.7896,14.715841260789999,19.65634533138643,17069.578521199997,386.37179078594687,17069.578521199997,3.8497293147891543,14715.841260789999,-61.9365,75.95,14.21617817544,18.41260290558634,17850.6465702,339.0238850585235,17850.6465702,4.017583341057899,14216.17817544,-43.6951,41.7549,9.2362584597,11.762700277361459,9994.6771162,138.35896375728888,9994.6771162,4.066459706626198,9236.2584597,-97.7101,99.1024,15.401020803200002,21.71968529973962,16391.349881,471.74366440128193,16391.349881,3.644993150327028,15401.020803200001,-50.6618,47.5316,9.208875756000001,11.973790651273253,10652.117404600001,143.37026668831135,10652.117404600001,3.8808877756942115,9208.875756000001,-123.742,100.264,17.39966677874,23.569113393783766,22837.99890832,555.5030942148552,22837.99890832,3.620473052066488,17399.66677874,-61.4111,50.3863,12.401656484980002,15.873839878517384,15620.45276716,251.97870587389858,15620.45276716,4.105998075621834,12401.656484980002,-44.3698,45.6957,10.2614693114,13.06256117336759,12833.417886,170.63046937013024,12833.417886,4.151911523311401,10261.4693114,-71.4785,75.3479,13.39620490685,17.19888059761624,17688.4677039,295.80141792550006,17688.4677039,3.826146338811409,13396.20490685,-45.3694,34.2283,8.48693973915,10.62855737180239,11299.5858858,112.96598155401396,11299.5858858,4.024153578699627,8486.939739149999,-55.2515,54.2649,10.774680895326997,14.074624618080229,13254.875415785998,198.094729599851,13254.875415785998,3.938541007168558,10774.680895326997,-104.332,105.768,18.129552139300003,25.564284973768803,19437.0445752,653.5305920072371,19437.0445752,3.785144491000805,18129.5521393,-75.7606,78.5807,12.699254016800001,16.839697955329342,15226.6514836,283.5754271454397,15226.6514836,3.6990750639641385,12699.254016800001,-37.088,79.056,28.054144,30.764241463621364,2584.4479999999994,190.683911687936,2584.4479999999994,3.8099567847865297,28054.144,-975.512,-775.432,858.83608,859.4415313323042,3596.5599999999986,1040.3334690496,3596.5599999999986,3.9928691136654924,858836.0800000001,-622.688,-373.32,503.26951999999994,505.3751231310065,3895.2160000000003,2123.8053186495995,3895.2160000000003,4.031501332325032,503269.51999999996,-89180,91280,17568.88,27907.647898022507,769020,778050964.4095999,769020,3.1023628152857867,17568880,-48020,71960,11067.56,16060.119999551685,831180,252116847.72960004,831180,3.6727478109669955,11067560,-19180,27860,4541.32,7100.931938837324,325640,49723736.3504,325640,3.7849628871983683,4541320
1,0,-80.1984,44.1025,10.999509574800001,14.744913653840596,12846.461780599999,217.41244832131164,12846.461780599999,3.796264136100169,10999.5095748,-66.3261,67.5216,13.39305386167,17.333236705452396,17819.509705999997,300.43895190427526,17819.509705999997,3.9654774402027533,13393.05386167,-37.1901,35.6288,8.0227903058,10.432862491253053,9773.584789,108.84456202799787,9773.584789,4.102994228208585,8022.790305799999,-62.1602,70.6063,11.8928755796,16.38739850913831,14702.933165999999,268.54598868891327,14702.933165999999,3.8327169102905048,11892.8755796,-55.0561,61.1344,11.3254237171,14.741850520876708,15523.4590412,217.32190813406302,15523.4590412,3.9316858922979487,11325.4237171,-46.6768,35.2547,7.895230873500001,10.29392127453075,8664.380137299999,105.96476947797366,8664.380137299999,3.9171113556823567,7895.230873500001,-80.1184,90.7669,12.07627973771,18.427785225278395,14243.17069282,339.58284987690644,14243.17069282,3.474266662683844,12076.27973771,-69.7084,42.7803,8.86518756551,12.27541022426435,9728.084772400001,150.6856927088306,9728.084772400001,3.642232338798484,8865.187565510001,-76.6593,67.4338,14.4345863384,18.94835093433302,19780.9722506,359.0392692344193,19780.9722506,3.9849085028539513,14434.5863384,-54.3791,38.5194,9.778678199669999,12.339973613443943,13669.882511740001,152.27477007949986,13669.882511740001,4.001232870932029,9778.67819967,-37.0582,37.1996,8.17994781906,10.456140754146096,11120.397015080001,109.33015906166803,11120.397015080001,4.088567265662903,8179.94781906,-51.6627,46.9275,10.7001988282,13.789371273328944,15173.2312676,190.1449609458727,15173.2312676,4.080649276386132,10700.1988282,-26.3829,26.8808,6.4194847725,8.108635829224083,8398.6663358,65.74975815593295,8398.6663358,4.20662796542712,6419.4847725,-55.5879,38.0747,8.32908598719,11.031526783217284,10707.0027556,121.69457736539829,10707.0027556,3.8157018072863496,8329.08598719,-122.262,108.447,13.966715577499999,21.173173552149073,16352.6130858,448.30234607027853,16352.6130858,3.2839165396146948,13966.7155775,-91.1022,62.397,10.56706808587,14.916143419065534,13164.96787966,222.49123495362159,13164.96787966,3.463840539617143,10567.06808587,-21.96,31.72,6.15856,8.861467291594547,2133.048,74.175408013056,2133.048,4.0902704910051755,6158.5599999999995,-962.824,-822.768,894.812904,895.1486333624289,2945.568,600.9426457107837,2945.568,4.061583014588965,894812.904,-539.24,-386.008,440.24334400000004,441.34612029058553,3147.5999999999995,972.1959592496637,3147.5999999999995,4.105679755042853,440243.34400000004,-49140,53340,10386.74,15424.63493247085,518140,237773178.92440003,518140,3.5682964235000396,10386740,-18060,34440,5873.28,8631.346870564292,521360,74487033.9696,521360,3.911800814526693,5873280,-9100,23800,2779.0,5069.183287276166,221620,25694536.1904,221620,3.3984145481033057,2779000
1,0,-80.2295,71.6493,11.865631494110001,16.569688673145713,13299.37849298,274.5544448354235,13299.37849298,3.653031606128205,11865.63149411,-66.083,89.9229,13.4735914508,17.570949616282586,18294.886153400003,308.73809950970707,18294.886153400003,3.7640721685450944,13473.5914508,-39.9795,48.4558,8.16482982768,10.82705873134044,10280.9904472,117.22467993924246,10280.9904472,3.8685864826583773,8164.82982768,-62.9573,61.8065,11.8231096976,16.18130164499004,14348.8479348,261.83381950939753,14348.8479348,3.9227292181226487,11823.109697599999,-54.4966,55.0303,11.719324477044,15.02063003230327,15820.48674118,225.61863590408262,15820.48674118,4.05577020744553,11719.324477044,-37.8354,35.6948,7.6027320734799995,9.809967302806248,8925.825910579999,96.23366036507652,8925.825910579999,4.024855888366736,7602.73207348,-75.7887,85.0768,12.2847353757,17.602158068491637,13620.027659200001,309.8358715354341,13620.027659200001,3.6098580349895064,12284.7353757,-48.7789,49.4046,8.99821013109,12.150513656620783,9945.52055442,147.6345135654903,9945.52055442,3.866149025877631,8998.21013109,-77.25,89.1986,15.4164553514,20.630318996760284,21042.49724,425.60909763822144,21042.49724,3.865038076243547,15416.4553514,-50.3804,57.254,9.9976754497,12.93384832155163,14306.4107506,167.28371795047852,14306.4107506,3.85871317080768,9997.6754497,-45.5031,37.8251,8.4675840077,10.748456437023467,11643.8753866,115.52931262823282,11643.8753866,3.9552513055342886,8467.5840077,-56.5533,60.0148,11.348053074770002,14.609165402153545,15788.15038286,213.42764005663446,15788.15038286,3.9091640582515312,11348.053074770001,-31.4476,28.3641,6.84552157826,8.705012907832753,8922.57201552,75.77722532111025,8922.57201552,4.144346642715437,6845.52157826,-38.093,37.3408,8.5040774886,10.913242299705118,10878.9826158,119.09818559191392,10878.9826158,4.11994878485825,8504.0774886,-96.1939,88.7587,12.938671058999999,18.88061089215687,15154.237940199999,356.4772619451495,15154.237940199999,3.48445688024047,12938.671058999998,-64.4292,53.8422,10.6371677153,14.699252934095282,13139.9384358,216.06790828222154,13139.9384358,3.8286190110003027,10637.1677153,-31.72,26.352,11.599272000000001,13.215694134475116,2155.984,89.68614467577599,2155.984,4.197440502728617,11599.272,-967.704,-832.04,899.487456,899.7403221966302,2931.416000000002,454.96388514406397,2931.416000000002,3.945148494276376,899487.456,-522.648,-379.664,431.032832,431.8926244030569,3094.8960000000006,741.9367518197757,3094.8960000000006,4.243431281767263,431032.832,-50400,50960,11043.34,16181.002923181244,587720,261538395.15159997,587720,3.4327964141750114,11043340,-20860,34160,5092.92,7676.719716128759,488040,58777702.334400006,488040,3.6452707499001207,5092920,-9380,27020,3029.04,5581.029367419598,213500,31045104.44000001,213500,3.4117563235808968,3029040
1,0,-88.6096,79.4503,12.208881533600001,16.77763244082345,13389.7495744,281.48774998239816,13389.7495744,3.5282791775556,12208.8815336,-87.1299,90.2404,14.841738248099999,19.7397569837459,18649.070008,389.6577319165858,18649.070008,3.726412970788934,14841.738248099999,-47.9841,53.3303,9.267406133100001,12.271449546116704,10269.959789800001,150.58834368751647,10269.959789800001,3.8702060133626786,9267.406133100001,-77.2048,79.2295,13.4350635577,18.397799242877824,15043.796032,338.4790043015097,15043.796032,3.791374019295177,13435.0635577,-67.0264,74.2795,12.908963396999999,17.002733669071297,15993.027173,289.0928818340327,15993.027173,3.863327575534058,12908.963397,-51.0454,54.4566,9.68050442162,12.553268926730563,9086.21103524,157.5823190287901,9086.21103524,3.8546833500795143,9680.50442162,-115.253,91.2965,13.92113915589,20.07516279960008,14711.7810174,403.0117875323839,14711.7810174,3.4399369839003486,13921.13915589,-59.8313,46.307,9.778184368800002,13.15204753942784,10094.902323,172.9753181290226,10094.902323,3.8766769943368997,9778.1843688,-107.197,91.8468,15.7158669601,21.30409960851035,21195.9582744,453.8644199147532,21195.9582744,3.6506217592211705,15715.8669601,-71.442,59.1705,10.6912296721,14.13345064588183,14191.176362999999,199.7535091763213,14191.176362999999,3.694905424885623,10691.2296721,-67.0256,53.0616,9.689783298399998,12.928770253354594,11566.616878,167.1526869124569,11566.616878,3.6698650159946458,9689.783298399998,-70.7833,55.6595,11.991754642079998,15.679867877466041,15876.704305559999,245.85806135964623,15876.704305559999,3.9000572446422974,11991.754642079999,-37.5998,34.8933,7.444646622866999,9.763975106175856,8823.766483094001,95.33499255013358,8823.766483094001,4.019164506853303,7444.646622867,-51.38,53.0975,9.393748004699999,12.268509858746482,10936.7536652,150.51615900817512,10936.7536652,3.8269676793126735,9393.748004699999,-113.075,113.99,16.11273715128,23.84817380829655,16973.89880732,568.7353865785118,16973.89880732,3.5114714677448786,16112.73715128,-85.647,76.3331,11.29058871848,15.50783838433162,13285.79059504,240.4929860950153,13285.79059504,3.4636166842570226,11290.588718480001,-77.592,15.128,18.899751999999996,21.10361063931952,2330.2,111.23995608774399,2330.2,3.4909836953095894,18899.751999999997,-973.072,-821.304,900.2975359999999,900.606435369235,2991.4400000000014,556.298100808704,2991.4400000000014,3.946466818323151,900297.536,-505.08,-369.904,428.630896,429.9066493313729,3080.744000000002,1095.2821335651843,3080.744000000002,4.408996230930287,428630.896,-46340,53340,11471.6,16515.25592898881,569240,272633519.11039996,569240,3.5041304540507796,11471600,-23520,51520,7190.54,11008.089698035714,628040,121163032.55,628040,3.6042021400702366,7190540,-10080,31920,3295.46,5882.81432649374,256200,34542652.6844,256200,3.2538049615303377,3295460
