substance,volume,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,15,15,15,15,15,15,15,15,15,16,16,16,16,16,16,16,16,16,17,17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,18,18,19,19,19,19,19,19,19,19,19,20,20,20,20,20,20,20,20,20,21,21,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22
,,min,max,mav,rms,wavelength,var,abs_diffs_signal,shannon_entropy,iemg,min,max,mav,rms,wavelength,var,abs_diffs_signal,shannon_entropy,iemg,min,max,mav,rms,wavelength,var,abs_diffs_signal,shannon_entropy,iemg,min,max,mav,rms,wavelength,var,abs_diffs_signal,shannon_entropy,iemg,min,max,mav,rms,wavelength,var,abs_diffs_signal,shannon_entropy,iemg,min,max,mav,rms,wavelength,var,abs_diffs_signal,shannon_entropy,iemg,min,max,mav,rms,wavelength,var,abs_diffs_signal,shannon_entropy,iemg,min,max,mav,rms,wavelength,var,abs_diffs_signal,shannon_entropy,iemg,min,max,mav,rms,wavelength,var,abs_diffs_signal,shannon_entropy,iemg,min,max,mav,rms,wavelength,var,abs_diffs_signal,shannon_entropy,iemg,min,max,mav,rms,wavelength,var,abs_diffs_signal,shannon_entropy,iemg,min,max,mav,rms,wavelength,var,abs_diffs_signal,shannon_entropy,iemg,min,max,mav,rms,wavelength,var,abs_diffs_signal,shannon_entropy,iemg,min,max,mav,rms,wavelength,var,abs_diffs_signal,shannon_entropy,iemg,min,max,mav,rms,wavelength,var,abs_diffs_signal,shannon_entropy,iemg,min,max,mav,rms,wavelength,var,abs_diffs_signal,shannon_entropy,iemg,min,max,mav,rms,wavelength,var,abs_diffs_signal,shannon_entropy,iemg,min,max,mav,rms,wavelength,var,abs_diffs_signal,shannon_entropy,iemg,min,max,mav,rms,wavelength,var,abs_diffs_signal,shannon_entropy,iemg,min,max,mav,rms,wavelength,var,abs_diffs_signal,shannon_entropy,iemg,min,max,mav,rms,wavelength,var,abs_diffs_signal,shannon_entropy,iemg,min,max,mav,rms,wavelength,var,abs_diffs_signal,shannon_entropy,iemg
0,10,-113.92,86.1073,9.8967899022,16.791918941613424,8262.519721200002,281.96830223588256,8262.519721200002,2.9377287139833643,9896.7899022,-85.0561,52.8797,9.61181787105,14.761794758510437,8285.2446668,217.91029519695786,8285.2446668,3.468908080198501,9611.81787105,-35.7504,25.6821,4.991711453190001,7.019944613179927,4332.02319664,49.27939518274802,4332.02319664,3.6916919964741863,4991.711453190001,-79.5837,58.5348,9.0508115655,13.335118753233598,7974.7523508,177.8253333336494,7974.7523508,3.3979044762122026,9050.8115655,-59.4388,43.3334,6.7816034562,9.716577529172447,6014.3304228,94.41181323647557,6014.3304228,3.413506606997271,6781.6034562,-18.9204,17.3536,2.9317397463,4.042152783103708,2390.6291579999997,16.33888899125452,2390.6291579999997,3.6997813854005814,2931.7397462999998,-62.3291,61.7888,7.9997053628,11.945551396357969,7012.8118876,142.69619688281452,7012.8118876,3.377115617573319,7999.7053628,-34.429,31.3968,4.1085755787950005,5.651118260470518,3647.86388978,31.93510585655032,3647.86388978,3.314471028368401,4108.575578795,-165.498,117.581,13.2703918918,22.643615848561076,10959.3392796,512.7324133560323,10959.3392796,2.873166153673944,13270.3918918,-67.1265,52.9509,6.9658071271,10.961404471159076,5852.4458134,120.15237284848969,5852.4458134,3.186244493720064,6965.8071271,-37.5971,30.8723,3.9961504260300003,6.362045761887786,3334.0341602000003,40.47534835916897,3334.0341602000003,3.198848565558379,3996.1504260300003,-55.1734,40.1745,6.993231004399999,10.369716521616871,6045.724005399999,107.53070073381458,6045.724005399999,3.5487936877990265,6993.2310044,-21.0852,17.1728,3.20918840031,4.496346284240032,2582.49817918,20.21696804594785,2582.49817918,3.7443183539040965,3209.18840031,-29.6375,30.9891,4.09580619611,5.912068572470309,3560.8111134,34.95254624831452,3560.8111134,3.4420661633506437,4095.8061961099997,-87.9718,87.4525,10.9244970688,16.638910219354095,9681.6037068,276.8533268839679,9681.6037068,3.3119310066956227,10924.4970688,-38.5366,44.8995,5.8812623588,8.356754436893915,5073.3608407,69.83517478322639,5073.3608407,3.5044054276234435,5881.2623588,-183.0,-122.976,162.14385600000003,162.43945247797407,2232.6000000000004,95.94568279526403,2232.6000000000004,4.193623622804442,162143.85600000003,-876.448,-765.672,818.006584,818.1353772790417,3479.4399999999996,210.7240881709439,3479.4399999999996,3.8585843445217685,818006.584,-651.968,-507.032,549.64172,549.9963481843566,3696.112000000002,389.9626515696002,3696.112000000002,3.854965724629089,549641.72,-36260,25340,7743.68,10150.58894843053,731780,100355996.44,731780,4.111142211457344,7743680,-20720,17080,4700.64,5981.261405422772,707980,35591961.44,707980,4.216329275455565,4700640,-12740,12040,4038.86,4996.715521219914,449540,24763566.5116,449540,4.537547950895079,4038860
0,10,-93.2483,78.9682,10.49551195126,16.18133428886917,8649.753681400001,261.83550671292886,8649.753681400001,3.3068124746310796,10495.51195126,-68.7003,47.1366,9.3097013205,13.25998983613996,7786.0215826,175.82719294611329,7786.0215826,3.6874504959952725,9309.7013205,-26.7283,20.8295,4.89374707712,6.699040432584743,3987.13230196,44.87706314835627,3987.13230196,4.031003485494402,4893.74707712,-85.1199,56.0681,8.809333186799998,12.737379185411752,7674.0879876,162.2401288789001,7674.0879876,3.3352235756271247,8809.333186799999,-49.5352,33.6428,6.6749971953000005,9.400021931353052,5799.332182799999,88.35939525703941,5799.332182799999,3.6900454337444852,6674.9971953,-15.2445,14.1913,2.8892424925670004,3.90232029636861,2348.05536784,15.227946952100757,2348.05536784,3.966672268816313,2889.242492567,-56.8222,54.7573,7.9565231394,11.486963017084344,6744.345422599999,131.94902812818682,6744.345422599999,3.5213175332910684,7956.5231394,-33.0159,25.2798,4.210612912799999,5.766050889921749,3515.8369234,33.24722411846616,3515.8369234,3.5403823527209535,4210.612912799999,-137.699,95.2599,13.6506472421,21.341418554015572,11284.8084042,455.4561254773793,11284.8084042,3.216052952611562,13650.6472421,-50.3618,51.8328,7.039991541320001,10.441596328992805,5996.233519560001,109.02692698649916,5996.233519560001,3.463022381891456,7039.991541320001,-29.8487,33.1941,4.3228328418199995,6.411968557742068,3617.9526533,41.11334040085274,3617.9526533,3.4792109863752265,4322.83284182,-43.7926,30.8045,6.37263321186,9.167509467196801,5572.1702552,84.04322328457667,5572.1702552,3.7792393030648306,6372.63321186,-14.5454,17.7593,2.83848395273,3.884767177819939,2357.6094120000002,15.09138405627473,2357.6094120000002,3.8251202368592447,2838.48395273,-25.0205,21.5799,4.105576844769999,5.817446715681854,3468.1641626,33.84250913343697,3468.1641626,3.814989354047733,4105.576844769999,-92.3116,75.1237,10.7130943639,15.691841948728241,9128.078435,246.2334795674223,9128.078435,3.369202419794757,10713.0943639,-42.6079,38.868,5.73396147773,8.216834025944408,4907.90308486,67.51592013516687,4907.90308486,3.504205922648197,5733.96147773,-238.144,-115.168,165.13188,165.51887933443726,2346.7920000000013,127.96162379360003,2346.7920000000013,3.3734166261000595,165131.88,-979.904,-616.832,811.3492880000001,811.5134034665257,3859.104000000002,266.33686771705595,3859.104000000002,2.1378204289222826,811349.2880000001,-772.016,-379.176,558.5974960000001,558.965099870423,4298.7919999999995,410.8203356819842,4298.7919999999995,2.444970507693364,558597.496,-37800,50680,7735.14,10438.930807319302,906220,94251009.51000004,906220,3.3929174481135838,7735140,-23800,12320,4258.94,5804.490158489374,616000,31343304.5436,616000,4.121398122370993,4258940,-17080,8680,4471.32,5655.94108880211,390040,31679821.5104,390040,4.467486630010018,4471320
0,10,-89.8215,73.5244,10.123081048280001,15.526913648110707,8511.370463800002,241.08504664136024,8511.370463800002,3.3078888721954134,10123.08104828,-63.108,58.1654,9.974516309620002,14.131378120891261,8692.7708782,199.6954985764335,8692.7708782,3.7157868118463635,9974.516309620001,-32.7532,24.607,5.10940017392,7.094719082969967,4419.299346039999,50.334975047142706,4419.299346039999,3.8282673178990287,5109.40017392,-81.1441,61.2819,9.30471251734,12.908936242089528,7933.523666720001,166.64042352930653,7933.523666720001,3.3725797758865097,9304.71251734,-49.8399,38.5025,6.85494460294,9.349453728196249,6001.60852008,87.41226866352005,6001.60852008,3.6312249629178024,6854.94460294,-17.9632,18.9461,2.9874946967400002,4.072057508081494,2279.2327417200004,16.58165194459896,2279.2327417200004,3.6887818230670697,2987.49469674,-72.0878,42.3157,7.943051275629999,11.001409253567363,6802.4896892,121.03064906229565,6802.4896892,3.465782737365763,7943.0512756299995,-21.8114,18.6798,4.0181272868999995,5.438246393439192,3492.1396402799996,29.574485659629527,3492.1396402799996,3.9972146537675193,4018.1272869,-120.057,97.2075,13.44655800205,20.62278806105148,11357.557864999999,425.29934408297004,11357.557864999999,3.2997563216318775,13446.55800205,-59.5513,42.7721,6.949473227906999,10.19445171974945,5864.90789526,103.92636857709161,5864.90789526,3.4266666492221676,6949.473227906999,-34.4637,22.4434,4.06477784128,5.9576206462230425,3258.4553051599996,35.49320393381143,3258.4553051599996,3.513004798164273,4064.77784128,-51.2707,45.0721,7.2314201382,10.149072703826548,6213.9093756,103.0036108994477,6213.9093756,3.6046424371655235,7231.4201382,-19.2842,16.3507,3.21297313681,4.426512197380585,2539.30801426,19.593717945294667,2539.30801426,3.845723026085881,3212.97313681,-24.1548,24.8956,4.09767950126,5.799694016111317,3416.44202282,33.6364135842437,3416.44202282,3.752802617444071,4097.67950126,-111.301,63.2068,11.019596064408,15.480205546992206,9499.108041984,239.63504383539833,9499.108041984,3.3361062455560164,11019.596064408,-42.8551,27.0563,6.0757939678823005,8.281839858847542,4929.97665806,68.58872196882068,4929.97665806,3.787920070495939,6075.7939678823,-249.368,-162.016,206.39667200000002,206.70321020485386,2349.232,126.63089631641598,2349.232,3.795864091557163,206396.67200000002,-839.36,-692.472,790.300872,790.4378961333471,3692.696000000002,216.59935975161625,3692.696000000002,3.5578719175800018,790300.872,-920.856,-527.04,575.494008,575.9543950677762,4107.008,530.1119539839358,4107.008,2.6147814134925826,575494.008,-48860,27160,10066.0,13418.925143244522,818720,179053180.7344,818720,4.251237120491616,10066000,-18900,17220,3186.4,4585.075877234749,621320,20762657.5744,621320,3.7543756342551617,3186400,-15680,14560,3322.06,4634.416597588093,426580,21477296.4476,426580,4.040290898051563,3322060
0,10,-88.6977,81.8359,12.61203594885,19.08850681738152,10709.496207299999,364.36496966698775,10709.496207299999,3.5574687112156873,12612.03594885,-83.9365,69.9003,11.7772217024,17.24423281249726,10233.585743799998,297.3584567031813,10233.585743799998,3.61876467884514,11777.2217024,-37.453,38.7425,5.773863106107,8.1269109982877,4782.212672506,66.04561607609635,4782.212672506,3.6125340808634734,5773.863106107,-66.8357,66.4021,11.0332609327,15.739375735013025,9755.9383408,247.7235549460968,9755.9383408,3.7362272288877345,11033.2609327,-47.9021,50.9248,7.555470586,10.78873933749146,6952.3358526,116.39507431870142,6952.3358526,3.619292801517626,7555.470586,-20.5423,19.4039,2.8674369186399997,3.977467201177518,2482.7462373999997,15.81975266930271,2482.7462373999997,3.528693440616839,2867.43691864,-76.968,57.9358,9.82999375799,14.016769994964433,8604.91222098,196.46666876267648,8604.91222098,3.550920777901646,9829.99375799,-33.6013,30.2021,4.55855864752,6.389013117439298,4118.043036,40.818469113997985,4118.043036,3.516327606189142,4558.55864752,-117.37,94.4175,16.81837974805,25.43311756555497,14397.874391520001,646.8350338099023,14397.874391520001,3.6581903545255687,16818.37974805,-58.0172,60.7278,8.0698026969,12.207503597486548,7193.518399339999,149.01906316529997,7193.518399339999,3.44597192625575,8069.8026969,-33.9997,34.7681,4.5119142957000005,6.782382384285753,3947.1940058,45.99899494370414,3947.1940058,3.3935309012875052,4511.9142957,-58.1805,55.5208,8.096782278,12.018768024699915,7088.2059978,144.44669363359682,7088.2059978,3.5141989936826485,8096.782278,-18.9501,23.8644,3.29456624627,4.640050564267036,2747.0188411999998,21.528426416061404,2747.0188411999998,3.614697975961609,3294.56624627,-30.1109,33.0566,4.2731876965,6.2170009228514465,3807.8393246,38.64989998116493,3807.8393246,3.4611076677004324,4273.1876965,-100.023,80.3846,13.876806580979999,20.182281449491867,12223.90129038,407.31738211817543,12223.90129038,3.6274251695581654,13876.80658098,-55.3014,41.6853,6.866189042299999,9.50241060088569,5857.2619756,90.29244058216838,5857.2619756,3.5139943778233755,6866.1890422999995,-204.472,-122.0,171.175272,171.4295609109234,2251.144000000001,87.12060983801604,2251.144000000001,3.7408981382928146,171175.272,-911.096,-752.984,829.492152,829.584619389188,3570.2079999999983,153.41049751289583,3570.2079999999983,3.152314964458267,829492.152,-750.544,-471.896,529.3555600000001,529.653590474982,3875.208000000001,315.61700012640006,3875.208000000001,2.8598928678851587,529355.56,-31080,27300,7299.6,9248.711953564129,819700,80765146.9744,819700,4.151389672310636,7299600,-17360,14140,3223.5,4310.261012978216,594300,18167033.0044,594300,3.958069862715301,3223500,-10080,7980,2627.66,3369.637428567056,401240,11302827.4716,401240,4.433944720335611,2627660
0,10,-109.285,93.4031,11.028038524600001,18.431980228634615,9402.8118232,339.73385012014,9402.8118232,3.053208449771531,11028.0385246,-86.2569,77.288,10.67532307244,16.283498236291422,9341.85299248,265.1505130330401,9341.85299248,3.3829193591920865,10675.32307244,-44.7677,44.1575,5.6445909855,8.23375574460049,4638.5743224,67.79390558444092,4638.5743224,3.35829711075295,5644.5909855,-78.1832,57.5964,9.40965372861,13.811218472543533,8493.381820620001,190.74634478860645,8493.381820620001,3.484821106055465,9409.65372861,-35.9161,51.6704,6.916056448,9.903645228937192,6307.2245298,98.07897809518592,6307.2245298,3.6626641613751847,6916.056448,-16.7488,21.1309,3.114828937546,4.3460577283957615,2556.49620212,18.88771129241743,2556.49620212,3.7297681852773703,3114.828937546,-73.8544,58.6338,7.9487035066,12.003030846690324,7160.3522794,144.07026233354404,7160.3522794,3.2794401973987326,7948.7035066,-37.9687,23.7639,4.5081539197,6.146105791015916,3777.2701841999997,37.77461213343402,3777.2701841999997,3.5291023796312735,4508.1539197,-143.186,120.351,14.70859496737,24.847858626209455,12490.7465568,617.4117107749444,12490.7465568,3.1060299034799015,14708.594967370002,-69.3035,63.6013,7.334018626579999,11.808113276505072,6382.87049336,139.42868206703204,6382.87049336,3.118204380781459,7334.018626579999,-35.0002,41.2858,4.36046824137,6.807164008742594,3715.9392552,46.335821349328064,3715.9392552,3.21252475692012,4360.46824137,-69.22,61.6081,7.69661251923,11.813292986700162,6673.2895315999995,139.55193916845613,6673.2895315999995,3.2409844900870497,7696.6125192300005,-28.8131,22.4161,3.3591465858399996,4.796463431869086,2710.11066282,23.004945274098482,2710.11066282,3.409418899859105,3359.1465858399997,-24.8828,34.0122,4.49845848171,6.53321873761416,3838.97723452,42.681780350327536,3838.97723452,3.5921273538108816,4498.45848171,-102.902,77.9616,11.1652680555,17.100027445789042,10166.3307956,292.4075269483224,10166.3307956,3.314008249966507,11165.2680555,-49.1741,31.9562,6.258435606000001,8.656179366938126,5188.5212082,74.9272012776681,5188.5212082,3.6236916867331423,6258.435606000001,-195.688,-135.664,162.11116,162.40109833894599,2032.032,94.0885451504,2032.032,4.258147390033494,162111.16,-903.776,-703.696,826.3933519999999,826.5098161308043,3329.623999999999,192.50393078009574,3329.623999999999,2.9528722962175133,826393.352,-685.152,-496.296,536.645304,536.9124591326821,3158.336000000001,286.8064666515841,3158.336000000001,3.3379074529292803,536645.304,-14420,23800,6744.36,8035.470714276794,615160,60035637.62559999,615160,4.508571360073581,6744360,-22960,17080,5536.02,7171.434919177612,552020,49424139.59000002,552020,4.325661999645064,5536020,-14280,11900,4063.5,5150.270633665769,332360,26408692.668399993,332360,4.481688505940997,4063500
1,0,-54.8157,48.8977,6.557307541299998,9.969994747179877,5850.3766192,99.40065552615066,5850.3766192,3.3335896892028454,6557.307541299999,-52.0332,65.8371,7.813171274030001,11.569775223148437,6904.723006,133.85881316215108,6904.723006,3.4221190397334533,7813.171274030001,-25.2045,33.9785,4.0986052192799995,5.918013433516162,3419.1858227599996,35.02257528888367,3419.1858227599996,3.4813590204268703,4098.60521928,-57.3777,53.8283,7.535946768929999,11.503195975917592,6521.6646302,132.32286664551572,6521.6646302,3.4296580702555772,7535.946768929999,-38.1811,39.9085,5.82412870121,8.720893017059076,5152.957474000001,76.05306211175353,5152.957474000001,3.5749404658241235,5824.12870121,-14.2958,14.019,2.3439421875060003,3.150909357844149,1930.28786854,9.928135991735084,1930.28786854,3.718448548325149,2343.942187506,-72.4915,43.8106,6.20956268905,9.421197659303816,5392.2537373,88.7583770788768,5392.2537373,3.091406234872083,6209.56268905,-33.9106,19.3195,3.3589374568700006,4.4865003197152165,2698.9648447,20.12821959255743,2698.9648447,3.3181466130829276,3358.9374568700005,-76.8971,88.7033,8.8380360354,14.804480772944139,8150.643151599999,219.17229196574624,8150.643151599999,3.0524552900340125,8838.0360354,-54.6769,86.1553,6.753401043179999,10.948546169201604,6258.9807792,119.87042911316072,6258.9807792,2.930186745749208,6753.40104318,-52.9506,78.9998,7.156133636921,11.334543045395879,6505.033910538001,128.47179855545235,6505.033910538001,3.119440508355492,7156.133636921,-34.9276,56.6225,4.74743282246,7.345779822021651,4156.4572428599995,53.96016226403862,4156.4572428599995,3.0425444287638626,4747.43282246,-45.0112,62.9029,6.6746913459999995,10.40444244406317,5896.734961800001,108.25231048488267,5896.734961800001,3.2996014077431832,6674.691346,-34.5914,41.0908,4.842148466599999,7.461147067841955,4239.4267594,55.66859085090788,4239.4267594,3.3396306389109522,4842.1484666,-41.1072,30.4281,4.32780220968,6.534891454836101,3638.91227824,42.70473055833191,3638.91227824,3.2894320199796154,4327.80220968,-33.6385,42.8428,5.140205317670001,7.564234138153485,4426.2762346,57.2175236143934,4426.2762346,3.42354992890074,5140.205317670001,-29.768,71.736,19.242815999999994,26.445034735163425,2344.352,387.507774866176,2344.352,4.260702718526979,19242.815999999995,-916.952,-836.432,858.578904,858.6676084775994,2648.8640000000055,152.3274547987842,2648.8640000000055,3.8871597265287634,858578.904,-570.96,-424.072,506.62695999999994,507.08519014941066,3829.8240000000005,464.51347002239993,3829.8240000000005,3.8027732627294797,506626.95999999996,-40180,68880,9846.2,15063.614864965182,820120,221722844.31359997,820120,3.729889416817836,9846200,-59920,39760,8717.24,13789.445674137884,559160,190144700.62559998,559160,3.530357374078706,8717240,-14700,14000,3715.6,4993.68441133398,299040,24880106.641599998,299040,4.275251907774356,3715600
1,0,-49.0027,52.4793,7.472314353510001,10.485062582762486,6434.66233042,109.93609418588944,6434.66233042,3.553946886001859,7472.314353510001,-46.3277,57.7705,9.0225706352,12.63713290736915,7974.454521199999,159.69693599963531,7974.454521199999,3.78780929870772,9022.5706352,-30.3538,27.6025,4.460464817767,6.284017024144955,3637.693534,39.48883226515409,3637.693534,3.6296460931428456,4460.464817767,-48.4822,63.3957,8.559243738900001,12.092443508921807,7335.4010924,146.2270748856145,7335.4010924,3.6225463702436382,8559.2437389,-41.9153,46.109,6.69698625413,9.53023290076528,5772.547233359999,90.82533100368953,5772.547233359999,3.6048390619169512,6696.98625413,-12.7092,13.9405,2.41797828471,3.1918526922370347,1882.4800508199999,10.187916534707925,1882.4800508199999,3.8540673893322204,2417.97828471,-44.3592,57.9635,7.21542208732,10.22007817821661,6188.26614074,104.44998028202903,6188.26614074,3.5195090444855848,7215.42208732,-17.0231,16.2262,3.3475493734299997,4.383874197681892,2728.0374272,19.218345355987744,2728.0374272,3.9916195741723843,3347.54937343,-84.174,64.8745,9.5095223563,15.002623305301869,8910.77116,225.07861959952496,8910.77116,3.334074883909915,9509.5223563,-74.7002,51.6813,7.767356512988001,11.396750429394675,7126.777908600001,129.8857287327036,7126.777908600001,3.315043976510803,7767.356512988001,-78.1595,53.2527,8.445492638290002,12.117707259107721,7594.35445498,146.8387070982302,7594.35445498,3.375606418615576,8445.492638290001,-52.6372,38.1376,5.544203210099999,8.065255205363341,4918.6131682000005,65.04833707538725,4918.6131682000005,3.303951751667667,5544.2032100999995,-66.6723,48.3874,7.73332761644,10.991579599780739,6831.0569814,120.8147350284492,6831.0569814,3.4346311230674997,7733.32761644,-44.3102,38.9739,5.778346513560999,8.14362593856562,4987.862477478,66.31861828438156,4987.862477478,3.4818074005745863,5778.3465135609995,-37.3177,34.9872,5.29473828459,7.68813070560723,4253.2247148,59.10732925737766,4253.2247148,3.562032580458148,5294.73828459,-30.1921,33.3586,5.5746517426,7.760513186421137,4877.9228606,60.22556399120044,4877.9228606,3.8193292658295186,5574.6517426,-39.04,93.208,24.421472,32.93705017903091,2357.528,550.6995220736,2357.528,4.060044375616001,24421.472,-910.12,-800.32,849.4884400000001,849.5986019537651,2872.3679999999995,187.17474815840018,2872.3679999999995,3.6687628716260456,849488.4400000001,-571.448,-446.032,521.145936,521.5230401284607,3802.496,393.1947755159038,3802.496,3.8988644977561373,521145.936,-32060,58520,9452.66,13536.46599375184,777700,176557511.8524,777700,3.901943777765574,9452660,-41720,40320,9258.9,13838.430994877996,549780,190900399.8524,549780,3.8750218606831583,9258900,-18760,14140,4599.98,5952.985368703672,268380,35432170.3036,268380,4.236563556239802,4599980
1,0,-58.3485,53.2941,8.332247607860001,12.516191713464174,7249.379187,156.65499721033777,7249.379187,3.580582775004792,8332.247607860001,-76.2553,70.2433,9.518604128699998,14.327889205509969,8255.2906628,205.2881235667536,8255.2906628,3.3727782803451785,9518.604128699999,-28.6535,30.7738,5.0807172105700005,7.266456613139472,3962.27166766,52.80125950399373,3962.27166766,3.780341807849038,5080.71721057,-76.0481,72.9109,9.473922214090003,14.603504302417722,8023.31376078,213.2616309467075,8023.31376078,3.3544468996717005,9473.922214090002,-44.0617,49.1711,7.195982406395,10.6937391961584,6143.7164254,114.35588462071753,6143.7164254,3.6146399105177847,7195.982406395,-25.2423,15.5359,2.8835227186599997,3.989690451146639,2251.4110744,15.917527216217366,2251.4110744,3.50561720890025,2883.5227186599996,-56.8127,46.3045,7.233836706419999,11.071512387705264,6585.145667,122.57832725442145,6585.145667,3.4685568496199974,7233.836706419999,-23.268,21.0386,3.9812485155299995,5.356521293319802,3212.2869758,28.692040796404296,3212.2869758,3.8449221944693406,3981.2485155299996,-93.4605,93.135,10.912433561870001,17.885570508214652,10369.47092886,319.8927076543499,10369.47092886,3.1837875784045675,10912.43356187,-75.4232,63.5075,8.21391725558,13.50677632823954,7966.938747020001,182.43238944989344,7966.938747020001,3.2065749675613064,8213.91725558,-84.2627,73.6032,9.0220358065,14.322524389408775,8286.3528136,205.1345794637759,8286.3528136,3.178611450229602,9022.0358065,-53.8918,52.6191,6.074128299650001,9.896755993198154,5496.6516711,97.94575474218158,5496.6516711,3.1637303520138653,6074.12829965,-72.5963,124.587,8.762666211849998,14.338143565600353,7740.3889718400005,205.58194895466875,7740.3889718400005,2.826049505587448,8762.666211849999,-49.4629,59.4465,6.31456274977,9.965355469270524,5450.2091351399995,99.30820602441516,5450.2091351399995,3.202642802096323,6314.562749770001,-31.6204,30.1886,5.175140170700001,7.542042470743999,4296.2366608,56.881648682145666,4296.2366608,3.754089601540864,5175.1401707,-43.0614,52.715,6.47779046969,9.57637114110329,5352.84823254,91.70661749665247,5352.84823254,3.432899941058519,6477.7904696900005,-25.864,133.224,27.652032,35.384590267742254,3017.304,497.86999623065606,3017.304,3.5965946293204225,27652.032,-906.704,-735.416,827.7251040000001,827.8515935344353,3335.967999999997,209.4131256931838,3335.967999999997,3.2730656739268236,827725.104,-657.336,-468.968,555.913496,556.5008861049406,4664.7919999999995,653.421200641984,4664.7919999999995,3.8866976958189685,555913.496,-52500,79800,13219.22,19314.831989950108,959280,364723461.4716,959280,3.89183143774349,13219220,-73920,104720,11683.56,19205.222248128244,1019900,368702296.6144,1019900,3.2175926390523313,11683560,-17780,16800,4853.66,6600.377171041061,354340,43529627.27960001,354340,4.289353144657973,4853660
