Ch 1,Ch 2,Ch 3,Ch 4,Ch 5,Ch 6,Ch 7,Ch 8,Ch 9,Ch 10,Ch 11,Ch 12,Ch 13,Ch 14,Ch 15,Ch 16,Ch 17,Ch 18,Ch 19,Ch 20,Ch 21,Ch 22
-0.3693284548691092,-0.5339001306676108,-0.0466985968256756,-1.7706230047320075,-0.4665203852827922,-2.317430562848356,-0.3366631603967454,-7.597391187888141,-0.0872501792730636,0.1501805441451803,-0.8642899042480312,-0.1468851612770083,0.1161371554787634,-0.6321978878073503,-0.5256919409238671,-0.6281416681071101,69.295998,-700.280029,-707.600037,840.0,-1540.0,280.0
115.14184213472932,-27103.928771844225,44801.59375459459,-34023.17224990387,1127.3838641730429,5442.296443326862,-3591.7424224185124,30608.75419164784,-38183.64660521728,-40229.76037065268,15045.705708845397,-7077.847737478189,39765.0630877149,36625.135706302346,-21853.20002902668,-4034.387719666784,67.344002,-699.304016,-708.575989,280.0,-1540.0,0.0
106.06463985500685,-24268.22156554268,40113.42878525888,-30442.3787311816,1000.9470324580057,4884.711527117856,-3220.976175987072,27504.607629952883,-34149.06665664017,-36000.15930278258,13473.882847056702,-6335.996465407293,35587.83533974522,32792.9192986877,-19566.411662761133,-3612.1825385549737,67.344002,-699.304016,-708.575989,0.0,-1680.0,-140.0
-12.01610753096661,3411.9171652736336,-5650.957679809224,4319.546930111303,-159.67639043648865,-668.4114797638935,440.5936233580329,-3693.843342129968,4872.980469094476,5099.20145304019,-1895.2683992602567,890.5533711959644,-5042.953730495027,-4619.26109973301,2750.866524759737,505.1519824207514,71.248001,-668.072021,-739.320007,-3220.0,-2100.0,1960.0
-106.90770420162774,23979.81723515028,-39661.23357330398,30111.51887533367,-1007.9508138652748,-4816.320461869605,3168.815898632659,-27055.70513074543,33791.51997581248,35597.82142137251,-13322.28603051666,6255.5653609789215,-35207.83118325516,-32422.52153473431,19332.49869439843,3562.8110351350724,73.200005,-664.656006,-741.272034,-3080.0,-1820.0,1960.0
-83.30038748097213,17425.932336610214,-28814.764818085583,21833.11934105142,-710.6398288332623,-3523.329412172099,2315.941841614802,-19878.04761335624,24462.090124365583,25818.794306946573,-9683.248368396358,4543.569199830197,-25541.74298055162,-23555.72877477058,14048.06806892621,2590.5005371268235,71.736,-666.119995,-740.296021,-2940.0,-1820.0,2100.0
18.31576037557001,-4161.002258954994,6911.447721510119,-5279.534235077815,205.57622858586032,816.2212671598921,-528.9038986158448,4470.855763008731,-5960.000742496921,-6228.713533040199,2320.666130436892,-1081.4804088559526,6175.237514035949,5649.747334808649,-3353.518026499873,-610.4377580896369,68.807999,-666.119995,-741.76001,-3080.0,-1680.0,2100.0
83.37056677446607,-16046.83678176022,26584.62399838077,-20152.856147646457,687.8416092532865,3234.067353133244,-2107.466026926038,18128.62780618066,-22598.980875840327,-23814.88423260592,8937.133392411548,-4172.791797551997,23597.168312928217,21731.998910708942,-12933.112985504044,-2371.8035288120427,72.223999,-665.632019,-745.176025,-2800.0,-1260.0,2520.0
55.97766769473096,-10139.491956880269,16779.181550860856,-12678.860201953472,406.2920635346812,2065.3763274834105,-1349.7728482491375,11687.569710622423,-14176.04569340109,-14992.179589727297,5643.244574812824,-2636.970497285864,14852.234509439457,13716.447052494064,-8171.965438504109,-1503.473475508398,71.248001,-665.632019,-744.200012,-2520.0,-1120.0,2520.0
-15.225476281602516,1653.0285126514657,-2792.2597840531257,2129.709643326125,-108.55169150736992,-322.36301153279294,189.4056043643694,-1669.4875141959133,2414.4227896068696,2500.655748099343,-942.5885600549602,418.8808482917571,-2515.2999500460346,-2282.15111055775,1329.228114424851,229.7582680882645,70.760002,-664.656006,-742.736023,-2520.0,-1120.0,2660.0
-51.78551422864949,6828.576480430315,-11372.479230193105,8578.07896338454,-310.355754784994,-1392.0102745208485,879.3666843808551,-7749.409903363918,9596.001647445932,10124.216637019634,-3833.290338029661,1757.5857636239457,-10090.600420886356,-9296.062005761229,5498.112587758753,992.6024687173688,75.152,-664.656006,-744.200012,-2660.0,-1120.0,2800.0
-32.485284712988594,5123.967510041051,-8486.462693828651,6393.191700564789,-200.88191999924453,-1051.1808991874718,683.3129457675666,-5968.981872311478,7130.922463312446,7558.2234606332995,-2856.415068025724,1328.392069700588,-7500.689606419402,-6937.468115338346,4128.123608232826,757.4823183824809,73.688004,-664.656006,-743.712036,-2520.0,-980.0,2800.0
4.568882581072038,2299.590962227552,-3728.419748606559,2847.989769807488,-58.14427409881929,-458.4291320841221,334.45324285383447,-2711.7293832868204,3189.7262229073635,3384.4347446835304,-1242.817288457924,618.1810633460128,-3286.0048631258223,-3048.5758319650354,1859.2252227677,362.0207220230183,72.711998,-662.216003,-741.76001,-2380.0,-1260.0,2800.0
21.67550454017013,120.32850918892652,-115.5036232206738,143.51565976677446,21.78401155276785,-4.665485247825552,41.55584862938426,-113.31026929253412,188.51967710832344,187.21470082689305,-25.037792668613253,56.20415465283835,-103.54807559221072,-94.8209651567798,104.89769547979026,41.15788183299215,72.711998,-658.799988,-744.687988,-2660.0,-1260.0,2940.0
17.2831071418875,-2799.3852421300785,4637.501214734652,-3497.317965328577,111.17684621454784,570.442752981357,-371.96263502410505,3232.327444106729,-3903.704353082684,-4132.879142524369,1560.0786762600842,-725.2630680968355,4103.343342047479,3791.4814836282753,-2254.755942428066,-413.13365758612815,72.711998,-661.728027,-740.296021,-2800.0,-1260.0,3080.0
